uniqueID,DELETE_UseName,DELETE_surname,DELETE_otherNames,DELETE_title,DELETE_commonName,DELETE_earlierOrLaterNames,division,state,DELETE_electionDate,electionDate,electionDay,electionMonth,electionYear,byElection,reasonCeasedToBeMember,changedSeat,ceasedToBeMemberDate,ceasedToBeMemberYear,ceasedToBeMemberMonth,ceasedToBeMemberDay,Comment
jacobiralph1969,Ralph,Jacobi,Ralph,,,,Hawker,SA,25.10.1969,1969-10-25,25,10,1969,No,Retired,,1987-6-5,1987,6,5,
jakobsencarolyn1984,Carolyn,Jakobsen,Carolyn Anne,,,,Cowan,WA,1.12.1984,1984-12-1,1,12,1984,No,Defeated,,1993-3-13,1993,3,13,
jamesalbert1960,Albert,James,Albert William,,,,Hunter,NSW,9.4.1960,1960-4-9,9,4,1960,Yes,Retired,,1980-9-19,1980,9,19,
jamesrowland1928,Rowland,James,Rowland,,,,Hunter,NSW,17.11.1928,1928-11-17,17,11,1928,No,Retired,,1958-10-14,1958,10,14,
jarmanalan1966,Alan,Jarman,Alan William,,,,Deakin,VIC,26.11.1966,1966-11-26,26,11,1966,No,Defeated,,1983-3-5,1983,3,5,
jeanessusan1996,Susan,Jeanes,Susan Barbara,,,,Kingston,SA,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,1998-10-3,1998,10,3,
jenkinsharry1969,Harry,Jenkins,Henry Alfred,Dr,Harry,,Scullin,VIC,25.10.1969,1969-10-25,25,10,1969,No,Resigned,,1985-12-20,1985,12,20,
jenkinsharry1986,Harry,Jenkins,Henry Alfred,,Harry,,Scullin,VIC,8.2.1986,1986-2-8,8,2,1986,Yes,Retired,,2013-8-5,2013,8,5,
jenningsjohn1931,John,Jennings,John Thomas,,,,South Sydney,NSW,19.12.1931,1931-12-19,19,12,1931,No,Until elected for Watson ,1,1934-9-15,1934,9,15,
,,,,,,,Watson,NSW,15.9.1934,1934-9-15,15,9,1934,No,Defeated,,1940-9-21,1940,9,21,
jensendennis2004,Dennis,Jensen,Dennis Geoffrey,,,,Tangney,WA,9.10.2004,2004-10-9,9,10,2004,No,Defeated,,2016-7-2,2016,7,2,
jensenjens1910,Jens,Jensen,Jens August,,,,Bass,TAS,13.4.1910,1910-4-13,13,4,1910,No,Defeated,,1919-12-13,1919,12,13,
jessjohn1960,John,Jess,John David,,,,La Trobe,VIC,9.4.1960,1960-4-9,9,4,1960,Yes,Defeated,,1972-12-2,1972,12,2,
jessopdonald1966,Donald,Jessop,Donald Scott,,,,Grey,SA,26.11.1966,1966-11-26,26,11,1966,No,Defeated,,1969-10-25,1969,10,25,
johnsgary1987,Gary,Johns,Gary Thomas,,,,Petrie,QLD,11.7.1987,1987-7-11,11,7,1987,No,Defeated,,1996-3-2,1996,3,2,
johnsonherbert1940,Herbert,Johnson,Herbert Victor,,,,Kalgoorlie,WA,16.11.1940,1940-11-16,16,11,1940,Yes,Retired,,1958-10-14,1958,10,14,
johnsonleonard1969,Leonard,Johnson,Leonard Keith,,,,Burke,VIC,25.10.1969,1969-10-25,25,10,1969,No,Retired,,1980-9-19,1980,9,19,
johnsonles1955,Les,Johnson,Leslie Royston,,Les,,Hughes,NSW,10.12.1955,1955-12-10,10,12,1955,No,Defeated,,1966-11-26,1966,11,26,
,,,,,,,Hughes,NSW,25.10.1969,1969-10-25,25,10,1969,No,Resigned,,1983-12-19,1983,12,19,
johnsonmichael2001,Michael,Johnson,Michael Andrew,,,,Ryan,QLD,10.11.2001,2001-11-10,10,11,2001,No,Defeated,,2010-8-21,2010,8,21,
johnsonpeter1975,Peter,Johnson,Peter Francis,,,,Brisbane,QLD,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1980-10-18,1980,10,18,
johnsonelliot1903,Elliot,Johnson,William Elliot,,Elliot,Later Sir Elliot,Lang,NSW,16.12.1903,1903-12-16,16,12,1903,No,Defeated,,1928-11-17,1928,11,17,
johnsonwilliam1910,William,Johnson,William James,,,,Robertson,NSW,13.4.1910,1910-4-13,13,4,1910,No,Defeated,,1913-5-31,1913,5,31,
johnstonjames1977,James,Johnston,James Roger,,,,Hotham,VIC,10.12.1977,1977-12-10,10,12,1977,No,Defeated,,1980-10-18,1980,10,18,
johnstonricky1996,Ricky,Johnston,Ricky,,,,Canning,WA,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,1998-10-3,1998,10,3,
jolleyedward1914,Edward,Jolley,Edward Francis George,,,,Grampians,VIC,5.9.1914,1914-9-5,5,9,1914,No,Died,,1915-1-1,1915,1,1,
jollywilliam1937,William,Jolly,William Alfred,,,,Lilley,QLD,23.10.1937,1937-10-23,23,10,1937,No,Defeated,,1943-8-21,1943,8,21,
jonesandrew1966,Andrew,Jones,Andrew Thomas,,,,Adelaide,SA,26.11.1966,1966-11-26,26,11,1966,No,Defeated,,1969-10-25,1969,10,25,
jonesbarry1977,Barry,Jones,Barry Owen,,,,Lalor,VIC,10.12.1977,1977-12-10,10,12,1977,No,Retired,,1998-8-31,1998,8,31,
jonescharles1958,Charles,Jones,Charles Keith,,,,Newcastle,NSW,22.11.1958,1958-11-22,22,11,1958,No,Retired,,1983-2-4,1983,2,4,
jonesewen2010,Ewen,Jones,Ewen Thomas,,,,Herbert,QLD,21.8.2010,2010-8-21,21,8,2010,No,Defeated,,2016-7-2,2016,7,2,
jonespaul1928,Paul,Jones,Paul,,,,Indi,VIC,17.11.1928,1928-11-17,17,11,1928,No,Defeated,,1931-12-19,1931,12,19,
jonesstephen2010,Stephen,Jones,Stephen Patrick,,,,Throsby,NSW,21.8.2010,2010-8-21,21,8,2010,No,Until elected for Whitlam ,1,2016-7-2,2016,7,2,
,,,,,,,Whitlam,NSW,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
joshuarobert1951,Robert,Joshua,Robert,,,,Ballaarat,VIC,28.4.1951,1951-4-28,28,4,1951,No,Defeated,,1955-12-10,1955,12,10,
joskepercy1951,Percy,Joske,Percy Ernest,,,,Balaclava,VIC,28.7.1951,1951-7-28,28,7,1951,Yes,Resigned,,1960-6-2,1960,6,2,
jowettedmund1917,Edmund,Jowett,Edmund,,,,Grampians,VIC,27.10.1917,1917-10-27,27,10,1917,Yes,Defeated,,1922-12-16,1922,12,16,
joycebarnaby2013,Barnaby,Joyce,Barnaby Thomas Gerard,,,,New England,NSW,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
julldavid1975,David,Jull,David Francis,,,,Bowman,QLD,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1983-3-5,1983,3,5,
,,,,,,,Fadden,QLD,1.12.1984,1984-12-1,1,12,1984,No,Retired,,2007-10-17,2007,10,17,
katterbob1993,Bob younger,Katter,Robert Carl,,Bob younger,,Kennedy,QLD,13.3.1993,1993-3-13,13,3,1993,No,,,,,,,
katterbob1966,Bob older,Katter,Robert Cummin,,Bob older,,Kennedy,QLD,26.11.1966,1966-11-26,26,11,1966,No,Retired,,1990-2-19,1990,2,19,
keanerichard1929,Richard,Keane,Richard Valentine,,,,Bendigo,VIC,12.10.1929,1929-10-12,12,10,1929,No,Defeated,,1931-12-19,1931,12,19,
kearneyged2018,Ged,Kearney,Gerardine,,Ged,,Batman,VIC,17.3.2018,2018-3-17,17,3,2018,Yes,,,,,,,
kearneyvictor1956,Victor,Kearney,Victor Dennis,,,,Cunningham,NSW,11.4.1956,1956-4-11,11,4,1956,Yes,Retired,,1963-11-1,1963,11,1,
keatingpaul1969,Paul,Keating,Paul John,,,,Blaxland,NSW,25.10.1969,1969-10-25,25,10,1969,No,Resigned,,1996-4-23,1996,4,23,
keayjustine2016,Justine,Keay,Justine Terri,,,,Braddon,TAS,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
keenanmichael2004,Michael,Keenan,Michael Fayat,,,,Stirling,WA,9.10.2004,2004-10-9,9,10,2004,No,,,,,,,
kekwickbruce1949,Bruce,Kekwick,Bruce Huntley,,,,Bass,TAS,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1954-5-29,1954,5,29,
kellybert1958,Bert,Kelly,Charles Robert,,Bert,,Wakefield,SA,22.11.1958,1958-11-22,22,11,1958,No,Retired,,1977-11-10,1977,11,10,
kellycraig2010,Craig,Kelly,Craig,,,,Hughes,NSW,21.8.2010,2010-8-21,21,8,2010,No,,,,,,,
kellydeanne1996,De-Anne,Kelly,De-Anne Margaret,,,,Dawson,QLD,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,2007-11-24,2007,11,24,
kellyjackie1996,Jackie,Kelly,Jacqueline Marie,,Jackie,,Lindsay,NSW,2.3.1996,1996-3-2,2,3,1996,No,Voided,,1996-9-11,1996,9,11,
,,,,,,,Lindsay,NSW,19.10.1996,1996-10-19,19,10,1996,Yes,Retired,,2007-10-17,2007,10,17,
kellymichael2007,Michael,Kelly,Michael Joseph,,,,Eden-Monaro,NSW,24.11.2007,2007-11-24,24,11,2007,No,Defeated,,2013-9-7,2013,9,7,
,,,,,,,Eden-Monaro,NSW,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
kellyros1980,Ros,Kelly,Roslyn Joan,,Ros,,Canberra,ACT,18.10.1980,1980-10-18,18,10,1980,No,Resigned,,1995-1-30,1995,1,30,
kellywilliam1903,William,Kelly,William Henry,,,,Wentworth,NSW,16.12.1903,1903-12-16,16,12,1903,No,Retired,,1919-11-3,1919,11,3,
kempdavid1990,David,Kemp,David Alistair,,,,Goldstein,VIC,24.3.1990,1990-3-24,24,3,1990,No,Retired,,2004-8-31,2004,8,31,
kendellwilliam1913,William,Kendell,William,,,,Corio,VIC,31.5.1913,1913-5-31,31,5,1913,No,Defeated,,1914-9-5,1914,9,5,
kennedyandrew1969,Andrew,Kennedy,Andrew David,,,,Bendigo,VIC,7.6.1969,1969-6-7,7,6,1969,Yes,Defeated,,1972-12-2,1972,12,2,
kennedythomas1901,Thomas,Kennedy,Thomas,,,,Moira,VIC,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1906-12-12,1906,12,12,
kenthugheswilfrid1949,Wilfrid,Kent Hughes,Wilfrid Selwyn,,,Later Sir Wilfrid,Chisholm,VIC,10.12.1949,1949-12-10,10,12,1949,No,Died,,1970-7-31,1970,7,31,
kentlewis1980,Lewis,Kent,Lewis,,,,Hotham,VIC,18.10.1980,1980-10-18,18,10,1980,No,Defeated,,1990-3-24,1990,3,24,
keoghleonard1969,Leonard,Keogh,Leonard Joseph,,,,Bowman,QLD,25.10.1969,1969-10-25,25,10,1969,No,Defeated,,1975-12-13,1975,12,13,
,,,,,,,Bowman,QLD,5.3.1983,1983-3-5,5,3,1983,No,Retired,,1987-6-5,1987,6,5,
keoghmatthew2016,Matthew,Keogh,Matthew James,,,,Burt,WA,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
keonstandish1949,Standish,Keon,Standish Michael,,,,Yarra,VIC,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1955-12-10,1955,12,10,
kerbyedwin1919,Edwin,Kerby,Edwin Thomas John,,,,Ballaarat,VIC,13.12.1919,1919-12-13,13,12,1919,No,Voided,,1920-6-2,1920,6,2,
kerinjohn1972,John,Kerin,John Charles,,,,Macarthur,NSW,2.12.1972,1972-12-2,2,12,1972,No,Defeated,,1975-12-13,1975,12,13,
,,,,,,,Werriwa,NSW,23.9.1978,1978-9-23,23,9,1978,Yes,Resigned,,1993-12-22,1993,12,22,
kernotcheryl1998,Cheryl,Kernot,Cheryl,,,,Dickson,QLD,3.10.1998,1998-10-3,3,10,1998,No,Defeated,,2001-11-10,2001,11,10,
kerrduncan1987,Duncan,Kerr,Duncan James Colquhoun,,,,Denison,TAS,11.7.1987,1987-7-11,11,7,1987,No,Retired,,2010-7-19,2010,7,19,
khalilpeter2016,Peter,Khalil,Peter,,,,Wills,VIC,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
killenjames1955,James,Killen,Denis James,,James,Later Sir James,Moreton,QLD,10.12.1955,1955-12-10,10,12,1955,No,Resigned,,1983-8-15,1983,8,15,
killenwilliam1922,William,Killen,William Wilson,,,,Riverina,NSW,16.12.1922,1922-12-16,16,12,1922,No,Retired,,1931-11-27,1931,11,27,
kingcatherine2001,Catherine,King,Catherine Fiona,,,,Ballarat,VIC,10.11.2001,2001-11-10,10,11,2001,No,,,,,,,Ballaarat until federal redistribution 1977
kingmadeleine2016,Madeleine,King,Madeleine Mary Harvie,,,,Brand,WA,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
kingpeter2001,Peter,King,Peter Edward,,,,Wentworth,NSW,10.11.2001,2001-11-10,10,11,2001,No,Defeated,,2004-10-9,2004,10,9,
kingrobert1958,Robert,King,Robert Shannon,,,,Wimmera,VIC,22.11.1958,1958-11-22,22,11,1958,No,Retired,,1977-11-10,1977,11,10,
kingstoncharles1901,Charles,Kingston,Charles Cameron,,,,South Australia,SA,30.3.1901,1901-3-30,30,3,1901,No,Until elected for Adelaide ,1,1903-12-16,1903,12,16,
,,,,,,,Adelaide,SA,16.12.1903,1903-12-16,16,12,1903,No,Died,,1908-5-11,1908,5,11,
kirwanfrank1969,Frank,Kirwan,Frank McLeod,,,,Forrest,WA,25.10.1969,1969-10-25,25,10,1969,No,Defeated,,1972-12-2,1972,12,2,
kirwanjohn1901,John,Kirwan,John Waters,,,,Kalgoorlie,WA,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1903-12-16,1903,12,16,
klugmandick1969,Dick,Klugman,Richard Emanuel,,Dick,,Prospect,NSW,25.10.1969,1969-10-25,25,10,1969,No,Retired,,1990-2-19,1990,2,19,
knottpeter1993,Peter,Knott,Peter John,,,,Gilmore,NSW,13.3.1993,1993-3-13,13,3,1993,No,Defeated,,1996-3-2,1996,3,2,
knoxwilliam1901,William,Knox,William,,,,Kooyong,VIC,29.3.1901,1901-3-29,29,3,1901,No,Resigned,,1910-7-26,1910,7,26,
laceyandrew1922,Andrew,Lacey,Andrew William,,,,Grey,SA,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1931-12-19,1931,12,19,
lambtony1972,Tony,Lamb,Antony Hamilton,,Tony,,La Trobe,VIC,2.12.1972,1972-12-2,2,12,1972,No,Defeated,,1975-12-13,1975,12,13,
,,,,,,,Streeton,VIC,1.12.1984,1984-12-1,1,12,1984,No,Defeated,,1990-3-24,1990,3,24,
lambsusan2016,Susan,Lamb,Susan,,,,Longman,QLD,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
lambertwilliam1921,William,Lambert,William Henry,,,,West Sydney,NSW,3.9.1921,1921-9-3,3,9,1921,Yes,Died,,1928-9-6,1928,9,6,
lamingandrew2004,Andrew,Laming,Andrew Charles,,,,Bowman,QLD,9.10.2004,2004-10-9,9,10,2004,No,,,,,,,
lamondhector1917,Hector,Lamond,Hector,,,,Illawarra,NSW,5.5.1917,1917-5-5,5,5,1917,No,Defeated,,1922-12-16,1922,12,16,
landrymichelle2013,Michelle,Landry,Michelle Leanne,,,,Capricornia,QLD,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
lanealbert1931,Albert,Lane,Albert,,,,Barton,NSW,19.12.1931,1931-12-19,19,12,1931,No,Defeated,,1940-9-21,1940,9,21,
langjack1946,Jack,Lang,John Thomas,,Jack,,Reid,NSW,28.9.1946,1946-9-28,28,9,1946,No,Defeated,,1949-12-10,1949,12,10,
langmorejohn1984,John,Langmore,John Vance,,,,Fraser,ACT,1.12.1984,1984-12-1,1,12,1984,No,Resigned,,1996-12-6,1996,12,6,
langtryjoseph1940,Joseph,Langtry,Joseph Ignatius,,,,Riverina,NSW,21.9.1940,1940-9-21,21,9,1940,No,Defeated,,1949-12-10,1949,12,10,
lathamjohn1922,John,Latham,John Greig,,,,Kooyong,VIC,16.12.1922,1922-12-16,16,12,1922,No,Retired,,1934-8-7,1934,8,7,
lathammark1994,Mark,Latham,Mark William,,,,Werriwa,NSW,29.1.1994,1994-1-29,29,1,1994,Yes,Resigned,,2005-1-21,2005,1,21,
laundycraig2013,Craig,Laundy,Craig Arthur Samuel,,,,Reid,NSW,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
lavarchmichael1987,Michael,Lavarch,Michael Hugh,,,,Fisher,QLD,11.7.1987,1987-7-11,11,7,1987,No,Until elected for Dickson ,1,1993-4-17,1993,4,17,
,,,,,,,Dickson,QLD,17.4.1993,1993-4-17,17,4,1993,No,Defeated,,1996-3-2,1996,3,2,
lavellethomas1919,Thomas,Lavelle,Thomas James,,,,Calare,NSW,13.12.1919,1919-12-13,13,12,1919,No,Defeated,,1922-12-16,1922,12,16,
lawleranthony1998,Anthony,Lawler,Anthony John,,,,Parkes,NSW,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2001-10-8,2001,10,8,
lawrencecarmen1994,Carmen,Lawrence,Carmen Mary,,,,Fremantle,WA,12.3.1994,1994-3-12,12,3,1994,Yes,Retired,,2007-10-17,2007,10,17,
lawrencewilliam1949,William,Lawrence,William Robert,,,,Wimmera,VIC,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1958-11-22,1958,11,22,
lawsongeorge1931,George,Lawson,George,,,,Brisbane,QLD,19.12.1931,1931-12-19,19,12,1931,No,Retired,,1961-11-2,1961,11,2,
lawsonjohn1931,John,Lawson,John Norman,,,,Macquarie,NSW,19.12.1931,1931-12-19,19,12,1931,No,Defeated,,1940-9-21,1940,9,21,
lazzarinihubert1919,Hubert,Lazzarini,Hubert Peter,,,,Werriwa,NSW,13.12.1919,1919-12-13,13,12,1919,No,Defeated,,1931-12-19,1931,12,19,
,,,,,,,Werriwa,NSW,15.9.1934,1934-9-15,15,9,1934,No,Died,,1952-10-1,1952,10,1,
leckiejohn1917,John,Leckie,John William,,,,Indi,VIC,5.5.1917,1917-5-5,5,5,1917,No,Defeated,,1919-12-13,1919,12,13,
leehenry1903,Henry,Lee,Henry William,,,,Cowper,NSW,16.12.1903,1903-12-16,16,12,1903,No,Defeated,,1906-12-12,1906,12,12,
leemervyn1966,Mervyn,Lee,Mervyn William,,,,Lalor,VIC,26.11.1966,1966-11-26,26,11,1966,No,Defeated,,1969-10-25,1969,10,25,
leemichael1984,Michael,Lee,Michael John,,,,Dobell,NSW,1.12.1984,1984-12-1,1,12,1984,No,Defeated,,2001-11-10,2001,11,10,
leeserjulian2016,Julian,Leeser,Julian Martin,,,,Berowra,NSW,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
leighandrew2010,Andrew,Leigh,Andrew Keith,,,,Fraser,ACT,21.8.2010,2010-8-21,21,8,2010,No,Until elected for Fenner ,1,2016-7-2,2016,7,2,
,,,,,,,Fenner,ACT,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
lemmonnelson1943,Nelson,Lemmon,Nelson,,,,Forrest,WA,21.8.1943,1943-8-21,21,8,1943,No,Defeated,,1949-12-10,1949,12,10,
,,,,,,,St George,NSW,29.5.1954,1954-5-29,29,5,1954,No,Defeated,,1955-12-10,1955,12,10,
lesliehugh1949,Hugh,Leslie,Hugh Alan,,,,Moore,WA,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1958-11-22,1958,11,22,
,,,,,,,Moore,WA,9.12.1961,1961-12-9,9,12,1961,No,Retired,,1963-11-1,1963,11,1,
lewisarthur1929,Arthur,Lewis,Arthur,,,,Corio,VIC,12.10.1929,1929-10-12,12,10,1929,No,Defeated,,1931-12-19,1931,12,19,
leysussan2001,Sussan,Ley,Sussan Penelope,,,,Farrer,NSW,10.11.2001,2001-11-10,10,11,2001,No,,,,,,,
leythomas1925,Thomas,Ley,Thomas John,,,,Barton,NSW,14.11.1925,1925-11-14,14,11,1925,No,Defeated,,1928-11-17,1928,11,17,
liddellfrank1903,Frank,Liddell,Frank,,,,Hunter,NSW,16.12.1903,1903-12-16,16,12,1903,No,Defeated,,1910-4-13,1910,4,13,
liebermanlouis1993,Louis,Lieberman,Louis Stuart,,,,Indi,VIC,13.3.1993,1993-3-13,13,3,1993,No,Retired,,2001-10-8,2001,10,8,
lindsayeamon1983,Eamon,Lindsay,Eamon John,,,,Herbert,QLD,5.3.1983,1983-3-5,5,3,1983,No,Defeated,,1996-3-2,1996,3,2,
lindsaypeter1996,Peter,Lindsay,Peter John,,,,Herbert,QLD,2.3.1996,1996-3-2,2,3,1996,No,Retired,,2010-7-19,2010,7,19,
lindsayrobert1954,Robert,Lindsay,Robert William Ludovic,,,,Flinders,VIC,29.5.1954,1954-5-29,29,5,1954,No,Retired,,1966-10-31,1966,10,31,
listerjohn1917,John,Lister,John Henry,,,,Corio,VIC,5.5.1917,1917-5-5,5,5,1917,No,Defeated,,1929-10-12,1929,10,12,
littleprouddavid2016,David,Littleproud,David,,,,Maranoa,QLD,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
livermorekirsten1998,Kirsten,Livermore,Kirsten Fiona,,,,Capricornia,QLD,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2013-8-5,2013,8,5,
livingstonjohn1906,John,Livingston,John,,,,Barker,SA,12.12.1906,1906-12-12,12,12,1906,No,Retired,,1922-11-6,1922,11,6,
lloydbruce1971,Bruce,Lloyd,Bruce,,,,Murray,VIC,20.3.1971,1971-3-20,20,3,1971,Yes,Retired,,1996-1-29,1996,1,29,
lloydjames1996,James,Lloyd,James Eric,,,,Robertson,NSW,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,2007-11-24,2007,11,24,
longwilliam1928,William,Long,William John,,,,Lang,NSW,17.11.1928,1928-11-17,17,11,1928,No,Defeated,,1931-12-19,1931,12,19,
lonsdaleedmund1903,Edmund,Lonsdale,Edmund,,,,New England,NSW,16.12.1903,1903-12-16,16,12,1903,No,Defeated,,1906-12-12,1906,12,12,
luchettianthony1951,Anthony,Luchetti,Anthony Sylvester,,,,Macquarie,NSW,28.7.1951,1951-7-28,28,7,1951,Yes,Retired,,1975-11-11,1975,11,11,
luckaubrey1951,Aubrey,Luck,Aubrey William George,,,,Darwin,TAS,28.4.1951,1951-4-28,28,4,1951,No,Until elected for Braddon ,1,1955-12-10,1955,12,10,Name of Darwin electorate changed to Braddon by resolution of Parliament following the redistribution of electoral boundaries 1955.
,,,,,,,Braddon,TAS,10.12.1955,1955-12-10,10,12,1955,No,Defeated,,1958-11-22,1958,11,22,
lucockphilip1952,Philip,Lucock,Philip Ernest,,,,Lyne,NSW,22.3.1952,1952-3-22,22,3,1952,Yes,Retired,,1980-9-19,1980,9,19,
lusherstephen1974,Stephen,Lusher,Stephen Augustus,,,,Hume,NSW,18.5.1974,1974-5-18,18,5,1974,No,Defeated,,1984-12-1,1984,12,1,
lynchjohn1914,John,Lynch,John,,,,Werriwa,NSW,5.9.1914,1914-9-5,5,9,1914,No,Defeated,,1919-12-13,1919,12,13,
lynchphillip1966,Phillip,Lynch,Phillip Reginald,,,Later Sir Phillip,Flinders,VIC,26.11.1966,1966-11-26,26,11,1966,No,Resigned,,1982-10-22,1982,10,22,
lynewilliam1901,William,Lyne,William John,Sir,,,Hume,NSW,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1913-5-31,1913,5,31,
lyonsenid1943,Enid,Lyons,Enid Muriel,Dame,,,Darwin,TAS,21.8.1943,1943-8-21,21,8,1943,No,Retired,,1951-3-19,1951,3,19,Name of Darwin electorate changed to Braddon by resolution of Parliament following the redistribution of electoral boundaries 1955.
lyonsgeoffrey2010,Geoffrey,Lyons,Geoffrey Raymond,,,,Bass,TAS,21.8.2010,2010-8-21,21,8,2010,No,Defeated,,2013-9-7,2013,9,7,
lyonsjoseph1929,Joseph,Lyons,Joseph Aloysius,,,,Wilmot,TAS,12.10.1929,1929-10-12,12,10,1929,No,Died,,1939-4-7,1939,4,7,
mcarthurfergus1984,Fergus,McArthur,Fergus Stewart,,,,Corangamite,VIC,18.2.1984,1984-2-18,18,2,1984,Yes,Defeated,,2007-11-24,2007,11,24,
mcbrideemma2016,Emma,McBride,Emma Margaret,,,,Dobell,NSW,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
mcbridephilip1931,Philip,McBride,Philip Albert Martin,,,Later Sir Philip,Grey,SA,19.12.1931,1931-12-19,19,12,1931,No,Retired,,1937-9-21,1937,9,21,
,,,,,,,Wakefield,SA,28.9.1946,1946-9-28,28,9,1946,No,Retired,,1958-10-14,1958,10,14,
mccallwilliam1934,William,McCall,William Victor,,,,Martin,NSW,15.9.1934,1934-9-15,15,9,1934,No,Defeated,,1943-8-21,1943,8,21,
mccayjames1901,James,McCay,James Whiteside,,,,Corinella,VIC,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1906-12-12,1906,12,12,
mcclellandhugh1931,Hugh,McClelland,Hugh,,,,Wimmera,VIC,19.12.1931,1931-12-19,19,12,1931,No,Defeated,,1937-10-23,1937,10,23,
mcclellandrobert1996,Robert,McClelland,Robert Bruce,,,,Barton,NSW,2.3.1996,1996-3-2,2,3,1996,No,Retired,,2013-8-5,2013,8,5,
mccolljames1901,James,McColl,James Hiers,,,,Echuca,VIC,29.3.1901,1901-3-29,29,3,1901,No,Retired,,1906-11-5,1906,11,5,
mccolmmalcolm1949,Malcolm,McColm,Malcolm Llewellyn,,,,Bowman,QLD,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1961-12-9,1961,12,9,
mccormackmichael2010,Michael,McCormack,Michael Francis,,,,Riverina,NSW,21.8.2010,2010-8-21,21,8,2010,No,,,,,,,
mcdonaldallan1940,Allan,McDonald,Allan McKenzie,,,,Corangamite,VIC,21.9.1940,1940-9-21,21,9,1940,No,Died,,1953-6-10,1953,6,10,
mcdonaldcharles1901,Charles,McDonald,Charles,,,,Kennedy,QLD,30.3.1901,1901-3-30,30,3,1901,No,Died,,1925-11-13,1925,11,13,
mcdonaldfrederick1922,Frederick,McDonald,Frederick Albert,,,,Barton,NSW,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1925-11-14,1925,11,14,
mcdougallgraeme1996,Graeme,McDougall,Graeme Robert,,,,Griffith,QLD,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,1998-10-3,1998,10,3,
mcdougalljohn1906,John,McDougall,John Keith,,,,Wannon,VIC,12.12.1906,1906-12-12,12,12,1906,No,Defeated,,1913-5-31,1913,5,31,
mceacharnmalcolm1901,Malcolm,McEacharn,Malcolm Donald,Sir,,,Melbourne,VIC,29.3.1901,1901-3-29,29,3,1901,No,Voided,,1903-12-16,1903,12,16,
mcewenjohn1934,John,McEwen,John,,,Later Sir John,Echuca,VIC,15.9.1934,1934-9-15,15,9,1934,No,Until elected for Indi ,1,1937-10-23,1937,10,23,
,,,,,,,Indi,VIC,23.10.1937,1937-10-23,23,10,1937,No,Until elected for Murray ,1,1949-12-10,1949,12,10,
,,,,,,,Murray,VIC,10.12.1949,1949-12-10,10,12,1949,No,Resigned,,1971-2-1,1971,2,1,
mcfarlanejann1998,Jann,McFarlane,Jann Sonya,,,,Stirling,WA,3.10.1998,1998-10-3,3,10,1998,No,Defeated,,2004-10-9,2004,10,9,
mcgauranpeter1983,Peter,McGauran,Peter John,,,,Gippsland,VIC,5.3.1983,1983-3-5,5,3,1983,No,Resigned,,2008-4-9,2008,4,9,
mcgowancathy2013,Cathy,McGowan,Catherine,,Cathy,,Indi,VIC,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
mcgrathdavid1913,David,McGrath,David Charles,,,,Ballaarat,VIC,31.5.1913,1913-5-31,31,5,1913,No,Defeated,,1919-12-13,1919,12,13,Ballarat from federal redistribution 1977
,,,,,,,Ballaarat,VIC,10.7.1920,1920-7-10,10,7,1920,Yes,Died,,1934-7-31,1934,7,31,Ballarat from federal redistribution 1977
mcgurenfrank1961,Frank,McGuren,Francis William,,Frank,,Cowper,NSW,9.12.1961,1961-12-9,9,12,1961,No,Defeated,,1963-11-30,1963,11,30,
