sitting,topic,government,median,upper,lower
161,55,21,-1.3564069804207555,-1.2284648400651674,-1.483167456857332
161,56,21,-1.731154006850541,-1.626680946786586,-1.8421545165662223
161,57,21,-1.8234296768242624,-1.6846994462907032,-1.9343907028795915
161,58,21,-1.6710206433341148,-1.5515202128450294,-1.7981371218360958
161,59,21,-1.5181282440849329,-1.411584801898599,-1.650533534690546
161,60,21,-1.1558667034563697,-1.0403061777315679,-1.2916288377353926
162,1,21,-1.420513891068424,-1.3090307063722877,-1.5513696923033777
162,2,21,-1.2396019481774605,-1.0972441551256358,-1.3594806702928919
162,3,21,-1.4681628193181844,-1.3502452455164393,-1.5793348642833163
162,4,21,-2.2061444585632835,-2.107938589309523,-2.3210394489934005
162,5,21,-1.6036674152036132,-1.5072807524053362,-1.7086076240885881
162,6,21,-1.3021829048143725,-1.1694697695558716,-1.4526382567348008
162,7,21,-1.4112715205587802,-1.2833311905401004,-1.514264137273133
162,8,21,-1.548315910368336,-1.4399523594162698,-1.6490057462931893
162,9,21,-2.2048457844986964,-2.099180242233705,-2.3401657141740975
162,10,21,-1.3928690058575435,-1.280268091462886,-1.5118008890288581
162,11,21,-1.617031550172603,-1.510986986872566,-1.7130279274990143
162,12,21,-2.0375690798240935,-1.9296562717117343,-2.154718851399006
162,13,21,-1.071746124436514,-0.9669672061143852,-1.1852421259859847
162,14,21,-1.6437385869580114,-1.5133538869016565,-1.7727128662609302
162,15,21,-1.283734080583927,-1.1585466684923202,-1.3906797917266625
162,16,21,-1.5524712710908344,-1.4472198766136246,-1.6648534390526526
162,17,21,-1.9768800926583658,-1.852394886018861,-2.0965942283779153
162,18,21,-1.148178024509681,-1.0172351088163438,-1.2547155300787145
162,19,21,-1.9862799597578964,-1.8855301353646796,-2.1031000503993043
162,20,21,-0.8853592666656429,-0.7588143607078729,-1.0082161437334483
162,21,21,-1.4710183323669235,-1.3351854428215397,-1.5857731767957322
162,22,21,-1.2531638511077454,-1.1266204614520952,-1.3773705713064879
162,23,21,-1.1871514207999372,-1.066814046163587,-1.3129727373896618
162,24,21,-1.359864616985627,-1.2323810322612208,-1.4762476727216503
162,25,21,-1.9900177100016225,-1.8867659374336154,-2.0926371796035013
162,26,21,-1.4272647861550936,-1.3197522966647166,-1.5355375377336347
162,27,21,-1.9027222196628606,-1.7983603161536246,-2.0164554854169046
162,28,21,-1.5163629130700667,-1.3863413100778756,-1.644337826008202
162,29,21,-1.0152857588550535,-0.9041503012387831,-1.1222729504533424
162,30,21,-1.8119613045364167,-1.6785356716069348,-1.9216975188410448
162,31,21,-0.39658260763372466,-0.26402243844215456,-0.5090815530850729
162,32,21,-1.3365157375678376,-1.232068343830692,-1.4472178324018696
162,33,21,-2.257750486712781,-2.1494729996166537,-2.372950236019982
162,34,21,-1.309110249501241,-1.17422776553109,-1.4164269863569177
162,35,21,-2.0987686665903107,-1.9798408235855975,-2.217203553966386
162,36,21,-1.409028975157832,-1.2946269583648606,-1.518544737646888
162,37,21,-1.6688622827087598,-1.5496130874630285,-1.771088306339868
162,38,21,-1.2746133428614699,-1.1727123162523319,-1.4004609668159256
162,39,21,-1.7614773694902879,-1.6587600423492737,-1.8809286841723443
162,40,21,-1.2792549048303847,-1.170132849226736,-1.3900783295042645
162,41,21,-1.7001094149051024,-1.5864879334518598,-1.80539919081103
162,42,21,-1.1527274931690152,-1.042567403087743,-1.2731738851539467
162,43,21,-1.918106287299174,-1.7996617964946886,-2.0338054604303757
162,44,21,-1.6950484826799528,-1.5456351417141792,-1.7968256024335982
162,45,21,-1.4336867129234467,-1.3322509573613133,-1.5588925845647177
162,46,21,-0.2783943310234327,-0.16793806618692927,-0.39998142240503753
162,47,21,-2.1883062819932473,-2.0760054313545915,-2.3346889324549465
162,48,21,0.4030544432730623,0.5224064546584011,0.30200062728601623
162,49,21,-1.188929017265589,-1.027624243348387,-1.2955395766814397
162,50,21,-1.7132444488128096,-1.592112440209565,-1.8312941445443476
162,51,21,-1.4718461483151777,-1.3402885985196349,-1.5797491323285353
162,52,21,-1.241981469768226,-1.1141187728262252,-1.3582203561672876
162,53,21,-2.2756520138954563,-2.1359264288800417,-2.3776610338645514
162,54,21,-1.383270516979398,-1.2681607154619874,-1.5125592680739701
162,55,21,-1.3675579361694714,-1.2321476117094248,-1.4856437254803083
162,56,21,-1.7318164597898553,-1.6257027206806878,-1.8437827895493948
162,57,21,-1.826029242227588,-1.6815676333398728,-1.9391492735633764
162,58,21,-1.6652442968414767,-1.5494998617887916,-1.795371371859563
162,59,21,-1.5208199403744802,-1.4056452041344247,-1.6516827048261475
162,60,21,-1.1580807748274964,-1.0350834410513827,-1.2902124167010147
163,1,21,-1.4238922056521428,-1.3072417064023862,-1.547477258833166
163,2,21,-1.2467046193175473,-1.1109661430379216,-1.3673032546008557
163,3,21,-1.4684818456829969,-1.3464105649388174,-1.5771715579182464
163,4,21,-2.2046158685348898,-2.1037061880629295,-2.326238170011273
163,5,21,-1.5999583667010027,-1.4952206232627558,-1.6972547100395583
163,6,21,-1.3000145952866284,-1.1642999376889183,-1.4461900332445468
163,7,21,-1.4088273165311216,-1.2783956599055923,-1.5172731885961335
163,8,21,-1.5508856530847202,-1.44061139323067,-1.6600636083377003
163,9,21,-2.2090304667580445,-2.1022941695768176,-2.3370728984997946
163,10,21,-1.3923381833493695,-1.2792348659505866,-1.505713716151218
163,11,21,-1.615544354376588,-1.5161465602585704,-1.7188215530743465
163,12,21,-2.0428724404664527,-1.9366933377722677,-2.1500464207087244
163,13,21,-1.0754779970310793,-0.9676369041572821,-1.189764596351917
163,14,21,-1.649547506198533,-1.5214218318539265,-1.7738172603573708
163,15,21,-1.2841866965295476,-1.1628098776230218,-1.39462281556303
163,16,21,-1.5559273309291028,-1.4540514037063093,-1.6723306378808034
163,17,21,-1.9835728309882814,-1.8620369185140446,-2.0901827034459175
163,18,21,-1.1524131058521603,-1.0276869941261286,-1.2613039038435405
163,19,21,-1.985050723345282,-1.881304588086431,-2.104402126152695
163,20,21,-0.887918000366113,-0.7597139407899409,-1.0145107631139478
163,21,21,-1.4717356905531367,-1.3459430685764735,-1.5914274109895892
163,22,21,-1.2492540353747077,-1.1123622456975502,-1.3606593629665982
163,23,21,-1.1913668445259975,-1.0782183124443316,-1.3235833320482135
163,24,21,-1.3594236204351193,-1.2369837008773639,-1.473602386498385
163,25,21,-1.98782582325238,-1.8883664509477014,-2.086885302656924
163,26,21,-1.430859629533673,-1.320209565296142,-1.5408797426333511
163,27,21,-1.9018472683252126,-1.7955118639276142,-2.016152532958155
163,28,21,-1.516484062039271,-1.388191923240054,-1.6485703076299498
163,29,21,-1.0214046925672684,-0.9101095025859531,-1.1253772048358972
163,30,21,-1.8116900725687288,-1.6858768717936579,-1.9256070093084963
163,31,21,-0.3908763043073592,-0.25917486165184633,-0.5041702974403659
163,32,21,-1.3308020039129513,-1.2239003113792852,-1.437267509435881
163,33,21,-2.2605017800749048,-2.152124420649693,-2.373629932172633
163,34,21,-1.306703219963833,-1.1707123166993088,-1.4067770773136847
163,35,21,-2.100819778786789,-1.9829262859687635,-2.2174490528245245
163,36,21,-1.4094504096071767,-1.2914809143621317,-1.511289886012508
163,37,21,-1.667540149609155,-1.5466926876616216,-1.7723078846900766
163,38,21,-1.2746390361158906,-1.171513115487405,-1.3888263125501255
163,39,21,-1.7558433450525208,-1.6528286886521801,-1.8781148935970617
163,40,21,-1.2767956423433677,-1.168711417840404,-1.390433392233788
163,41,21,-1.6971516879776276,-1.582062706427418,-1.804115965054491
163,42,21,-1.148123476699939,-1.0399122275476276,-1.2685676715026213
163,43,21,-1.9187449738163016,-1.79312981445885,-2.029069384547563
163,44,21,-1.6950172561431867,-1.5471390011768906,-1.798019644532759
163,45,21,-1.431951437724579,-1.3305652055060455,-1.5512016666942714
163,46,21,-0.2971563923125322,-0.19511949722860655,-0.43020636901399517
163,47,21,-2.1880250321949397,-2.064335979760634,-2.3290288798017413
163,48,21,0.4118643849746586,0.5340193770766549,0.31100686464429095
163,49,21,-1.1877713234282683,-1.0281774833195292,-1.294695921520165
163,50,21,-1.7106899846512866,-1.5892517410746547,-1.828840604500091
163,51,21,-1.472673228299652,-1.348837573175211,-1.581671305595125
163,52,21,-1.234224193235642,-1.0940828911879243,-1.3517941990738176
163,53,21,-2.2739601942911785,-2.1394876797587004,-2.370439634828803
163,54,21,-1.3877355273906518,-1.2745760349363378,-1.5176619173191637
163,55,21,-1.370527626843237,-1.2398870402270639,-1.4913505269383807
163,56,21,-1.7293841276969677,-1.6232932252635293,-1.844647736223671
163,57,21,-1.8220743491836218,-1.676452023257664,-1.938000356864024
163,58,21,-1.665450301252544,-1.542614704663254,-1.7978533855663723
163,59,21,-1.518906020313344,-1.4045431068035514,-1.6588268111478321
163,60,21,-1.1531446672311565,-1.0345758307784414,-1.2873388742449585
164,1,21,-1.4166291351687939,-1.306403949039993,-1.5465114678336938
164,2,21,-1.2507430388605818,-1.1183806917105243,-1.3689325812735105
164,3,21,-1.4766363280568995,-1.3624349414503576,-1.5852681448829826
164,4,21,-2.207975354612135,-2.1091640790309505,-2.3360599611619954
164,5,21,-1.5996741256912579,-1.4986907740109259,-1.7015085747815786
164,6,21,-1.3080747626805014,-1.1867545367660166,-1.4530251064241144
164,7,21,-1.410652282936022,-1.2869998435828283,-1.5135137376358707
164,8,21,-1.5518985955976947,-1.4455329251617965,-1.6564756155461513
164,9,21,-2.20970485005692,-2.1051947252752825,-2.3363814441663635
164,10,21,-1.3933253653256474,-1.2918361368478273,-1.5165265626540199
164,11,21,-1.6153022814920528,-1.5169408481300506,-1.7158894762011083
164,12,21,-2.046343058374723,-1.9374702260735488,-2.1549308825489293
164,13,21,-1.071652328011302,-0.9676688242581082,-1.191616111428297
164,14,21,-1.6451506918237557,-1.518542514726198,-1.7712300011189792
164,15,21,-1.2801642200563172,-1.1582674498032441,-1.3861750096911485
164,16,21,-1.5594674129050308,-1.4515119885747687,-1.6793860193356285
164,17,21,-1.9815072449239581,-1.8614280102646963,-2.0833307436634856
164,18,21,-1.1575710866147984,-1.0270845393115464,-1.2645215537183718
164,19,21,-1.9903963690438093,-1.8905678653551239,-2.108665978530997
164,20,21,-0.9022876346934627,-0.7736653475367559,-1.0200560184598189
164,21,21,-1.4689127902431105,-1.3372938351886592,-1.585301000774623
164,22,21,-1.2552757798312841,-1.1186563173483346,-1.3677256016686465
164,23,21,-1.197211166415367,-1.0774939588110388,-1.3340992654161667
164,24,21,-1.3607856080534613,-1.2397603723894215,-1.4828919619115184
164,25,21,-1.995028640837933,-1.8956900438180537,-2.0963785731227134
164,26,21,-1.4209779075549887,-1.3146699210866497,-1.5276390257450057
164,27,21,-1.8998281730397275,-1.7941496816528184,-2.009892937804869
164,28,21,-1.5138522907530025,-1.3878118217732838,-1.6449142627103737
164,29,21,-1.0052381224561677,-0.8857397548964414,-1.1084835463745595
164,30,21,-1.8157172464398617,-1.6910474817928913,-1.9246884608725947
164,31,21,-0.3751770385206035,-0.23795964274589307,-0.4933536900179456
164,32,21,-1.3290821958107333,-1.218605205595592,-1.4357037811171014
164,33,21,-2.2573061451279877,-2.147645351044614,-2.3717424290306965
164,34,21,-1.2919604761980426,-1.1370361126906623,-1.3939002509619765
164,35,21,-2.0970346976819747,-1.9818776029150118,-2.2152490549331
164,36,21,-1.4113946459398403,-1.302252038262459,-1.509471159585429
164,37,21,-1.666893764455538,-1.549094318746766,-1.7672043803415236
164,38,21,-1.262070993656443,-1.1583469585238344,-1.3768115406737846
164,39,21,-1.7640890091135721,-1.663197331818909,-1.88876258122074
164,40,21,-1.272494816851521,-1.1623697057615219,-1.3804908152018376
164,41,21,-1.6992858102972357,-1.5883626926921632,-1.8005874383591502
164,42,21,-1.1473336376406955,-1.0388481230043465,-1.262638100347385
164,43,21,-1.9239259717657484,-1.8054370263352741,-2.0333051898890897
164,44,21,-1.6957357649970377,-1.5434887375140596,-1.791720315862209
164,45,21,-1.4315971104357093,-1.3322077455978194,-1.5517210438889384
164,46,21,-0.31403914321036125,-0.21119878604480602,-0.44238847147088434
164,47,21,-2.1900424047467064,-2.072299911258822,-2.3362891334336138
164,48,21,0.42101766916578043,0.5491747845083498,0.3184628139302825
164,49,21,-1.1804708904054455,-1.0227316664817538,-1.2837527879563562
164,50,21,-1.714093811903516,-1.5927233240911387,-1.8328458666589578
164,51,21,-1.4649202171186453,-1.3409775409040865,-1.5675986788499923
164,52,21,-1.2347437759943827,-1.1004684894540049,-1.3496441113237736
164,53,21,-2.2755945764417485,-2.1371658815912147,-2.376621429015101
164,54,21,-1.3826011187619653,-1.2711659731134959,-1.5086926980225264
164,55,21,-1.3738899160439786,-1.244015766093378,-1.4950264848382744
164,56,21,-1.729752048960655,-1.6232555538055857,-1.84096735777975
164,57,21,-1.8214791199348765,-1.6778782157753644,-1.9370572172500455
164,58,21,-1.6631756729600542,-1.5414321313784527,-1.7895369830454417
164,59,21,-1.526967688230199,-1.414174450992082,-1.6606402173956103
164,60,21,-1.141884742020776,-1.0230236488753441,-1.2727975404362253
165,1,21,-1.4190326955915635,-1.3021102477999362,-1.5468372117396654
165,2,21,-1.2418226012908002,-1.1040398773392461,-1.3677190085598832
165,3,21,-1.4718914764672835,-1.3517791969891715,-1.5820903189621858
165,4,21,-2.2052760197704586,-2.10167280425183,-2.3271068093440106
165,5,21,-1.6000604238990637,-1.4947019341272287,-1.7038803144541472
165,6,21,-1.2984896363551879,-1.1656234343772258,-1.4454899388764506
165,7,21,-1.4111663307687596,-1.281842686554173,-1.5191286926185976
165,8,21,-1.5526386395048237,-1.452220993717016,-1.659083296828553
165,9,21,-2.2066305937915116,-2.1022098464392966,-2.34071939076363
165,10,21,-1.3959923971956085,-1.285456657431347,-1.5164195206665805
165,11,21,-1.6129613980883373,-1.5018583043313,-1.716777033085927
165,12,21,-2.039428842204897,-1.9318512670920294,-2.1530154924406903
165,13,21,-1.0667252987742804,-0.9599845718651211,-1.1863961381208916
165,14,21,-1.6436851084861828,-1.513468639693942,-1.775468650100872
165,15,21,-1.2846018665247003,-1.1577676839322297,-1.3915295666973657
165,16,21,-1.55354540627971,-1.445229987580968,-1.6687509074228664
165,17,21,-1.978527765334444,-1.8630239185809083,-2.088547161946617
165,18,21,-1.1440782882887397,-1.015844718508075,-1.2520993418531596
165,19,21,-1.9856558918622174,-1.8849753202342039,-2.1038232609865903
165,20,21,-0.8904877267031518,-0.7606777422047477,-1.0071105687484863
165,21,21,-1.4692443785796443,-1.3361337360131262,-1.5847384217423748
165,22,21,-1.257396474065538,-1.1259733356864694,-1.3778069772244583
165,23,21,-1.1948885895569403,-1.0734335893207314,-1.3271564941387346
165,24,21,-1.3507544202135766,-1.230178499699305,-1.4691257506085558
165,25,21,-1.9894271253132414,-1.888594628374254,-2.088528950004843
165,26,21,-1.4240740392072397,-1.3171729603195521,-1.529964659675688
165,27,21,-1.8987920599769017,-1.7948330689112777,-2.0147713396361007
165,28,21,-1.5146369909527986,-1.38423134219292,-1.6456644221048236
165,29,21,-1.0220167380968392,-0.9099834398959052,-1.123140423610472
165,30,21,-1.8085752318732835,-1.6825733838936345,-1.9220443213188796
165,31,21,-0.39440299001884177,-0.25621199599926653,-0.5051883040241338
165,32,21,-1.3362039572220668,-1.23340319385304,-1.441542170421044
165,33,21,-2.258318953132863,-2.1483973156401825,-2.378707918207333
165,34,21,-1.3046961855896233,-1.1504510283096514,-1.4005337661691128
165,35,21,-2.1022356069043386,-1.9721143154875154,-2.2198864019949833
165,36,21,-1.4071662399958544,-1.2939432485999234,-1.504125120330936
165,37,21,-1.666555214237328,-1.5486868275404373,-1.7742984419185714
165,38,21,-1.2752526220626053,-1.171127858454273,-1.3937997825520796
165,39,21,-1.7585136490444397,-1.6550380286063038,-1.878729177136973
165,40,21,-1.2787718782298303,-1.168631701036782,-1.391220445861274
165,41,21,-1.6980814919397729,-1.5878687166371632,-1.8018880662212458
165,42,21,-1.1483656461913188,-1.0364367431581367,-1.2693190155646972
165,43,21,-1.9222276473635338,-1.7972069668495345,-2.034492484844467
165,44,21,-1.6951746634967209,-1.5488635124819206,-1.7958359116281486
165,45,21,-1.4328579957151766,-1.3333176559883495,-1.5565951946005296
165,46,21,-0.27205853771951916,-0.15991859209603793,-0.3898013782402189
165,47,21,-2.185996833426657,-2.0694027433168483,-2.3269537151169106
165,48,21,0.372053918637829,0.46961101843897657,0.2765940866074255
165,49,21,-1.191906436406776,-1.0386483582426709,-1.2977723493226032
165,50,21,-1.712656155761291,-1.5904349028518383,-1.825626162694017
165,51,21,-1.4695048194810942,-1.3438272365229669,-1.5772888221801908
165,52,21,-1.2423358264514632,-1.1165851911850901,-1.355549781501829
165,53,21,-2.2733977861578207,-2.136420969737866,-2.3730154333512616
165,54,21,-1.3831848029455616,-1.2683956439045705,-1.50939067689667
165,55,21,-1.3730082625059368,-1.2525927274407447,-1.4962732883431302
165,56,21,-1.7286091281744613,-1.623896846960256,-1.8447877425058434
165,57,21,-1.8236823367147865,-1.6820247135549509,-1.9368342068179678
165,58,21,-1.6649803888326011,-1.5467501290119716,-1.8026145137676588
165,59,21,-1.5216066642477313,-1.4115806258601977,-1.6639476538670626
165,60,21,-1.1536084930886417,-1.0326232268523377,-1.2876778003947091
166,1,21,-1.4148136743418775,-1.2978757448013059,-1.543411065996211
166,2,21,-1.2464211341678584,-1.1087321034226334,-1.368532893725206
166,3,21,-1.4760083564354258,-1.3618730248729245,-1.593486827814849
166,4,21,-2.206672202263605,-2.1012162235368517,-2.3310728130152993
166,5,21,-1.6040283981613497,-1.4993232765084037,-1.7110431873657266
166,6,21,-1.299068044183807,-1.1470487058636456,-1.4462255773749233
166,7,21,-1.4072063243125899,-1.2812430271879225,-1.5173674817577318
166,8,21,-1.557003933807946,-1.4521560434913356,-1.6635135876833151
166,9,21,-2.2057559584639463,-2.096992965132007,-2.333407367920266
166,10,21,-1.3947038361692896,-1.2879914218030564,-1.5145122915474982
166,11,21,-1.6176918157101903,-1.5141461089938408,-1.709119012152835
166,12,21,-2.0384658929842487,-1.9347750040125302,-2.151493266734235
166,13,21,-1.0707362655024775,-0.9674572497200814,-1.1853715533575186
166,14,21,-1.6484536569216108,-1.5232298080298927,-1.775164520954561
166,15,21,-1.2797571678272441,-1.1540151757257489,-1.3889979887267108
166,16,21,-1.5571283755915548,-1.449582147931582,-1.6739606753773804
166,17,21,-1.981431559038568,-1.867300076190146,-2.092927463411364
166,18,21,-1.142856395334441,-1.0199023093515762,-1.254387756425729
166,19,21,-1.9894624317685814,-1.887987402115681,-2.106226025624705
166,20,21,-0.8826552174762128,-0.7554817965628765,-1.0084777343684463
166,21,21,-1.4711615476816235,-1.3348470801924315,-1.5972066138103012
166,22,21,-1.2592721772834692,-1.131958831089121,-1.37574624326844
166,23,21,-1.1800294631778154,-1.0562042800029474,-1.3082211671920287
166,24,21,-1.3562419431121915,-1.233329396700332,-1.4781071439281055
166,25,21,-1.9911151836337795,-1.8910052331677711,-2.092932646875131
166,26,21,-1.427730504393232,-1.3251860654841152,-1.541300378978324
166,27,21,-1.901069669966273,-1.795599386061199,-2.019677251609309
166,28,21,-1.5157539165133236,-1.387043174805666,-1.6498816052502077
166,29,21,-1.0162604058243512,-0.9050242362034411,-1.1264287241396003
166,30,21,-1.8106007866259128,-1.6883866979480495,-1.9215706468228744
166,31,21,-0.3842118914732483,-0.24994370588208906,-0.4993146003854331
166,32,21,-1.3387188900926474,-1.2316731665225993,-1.4604364666907386
166,33,21,-2.2592434660237357,-2.1456066848084445,-2.370357593097843
166,34,21,-1.3100620904866522,-1.1804430554076462,-1.4105842112408573
166,35,21,-2.100797857866614,-1.982383652782901,-2.223427081220262
166,36,21,-1.407043755725773,-1.300971934854497,-1.5134816181080144
166,37,21,-1.668525961941123,-1.5554703199005109,-1.7780174643975444
166,38,21,-1.2789561459629069,-1.1780836371319958,-1.398385720697492
166,39,21,-1.7625653110873547,-1.6578604766710876,-1.881288858661425
166,40,21,-1.2777783162017802,-1.1662689386907668,-1.3908252731542754
166,41,21,-1.6994009163506123,-1.584159033741122,-1.803866381909404
166,42,21,-1.1494188421507974,-1.0403385976541228,-1.2736404461238169
166,43,21,-1.9214693019746711,-1.7943016494891324,-2.029115166765438
166,44,21,-1.6944509350964032,-1.5516013322288926,-1.7957899454062203
166,45,21,-1.4324406533471579,-1.3334894423769055,-1.5518797975886827
166,46,21,-0.2808953157906914,-0.1786067212574238,-0.407394971477377
166,47,21,-2.190551497762491,-2.0732377346284254,-2.3343192561116703
166,48,21,0.3978642699598408,0.5167786504864524,0.29914947248289125
166,49,21,-1.1856159781561308,-1.0207851973561315,-1.2893065047573773
166,50,21,-1.7128139958414725,-1.5878194814562117,-1.8293416017062578
166,51,21,-1.4667126452057353,-1.338026491762908,-1.574013373046735
166,52,21,-1.2436432513402456,-1.107792388949491,-1.3646338112699288
166,53,21,-2.2743759698403343,-2.1394010679669266,-2.377471268034243
166,54,21,-1.3857744957811664,-1.2736697980040934,-1.513881923489228
166,55,21,-1.3692312857874018,-1.2442156809415479,-1.4935325926826102
166,56,21,-1.7304892706918924,-1.6239290554322456,-1.8472787057164837
166,57,21,-1.8214346815463394,-1.6741959907674753,-1.9299495159772753
166,58,21,-1.674428407356123,-1.5497998294870414,-1.8046355796100344
166,59,21,-1.521624334063972,-1.413394060271557,-1.65196536997326
166,60,21,-1.156261505928473,-1.0360432628883938,-1.289935175088204
167,1,21,-1.4170048295752222,-1.3048723368596846,-1.5481717220081794
167,2,21,-1.24384245004647,-1.1052883898192036,-1.3641426014970344
167,3,21,-1.47143022950394,-1.3485196187646764,-1.582197618922054
167,4,21,-2.208559548441145,-2.1077938321558127,-2.3289883722364397
167,5,21,-1.600633632612741,-1.4985284479961243,-1.7037246506300292
167,6,21,-1.3063991881469803,-1.180000653740291,-1.4519583447465039
167,7,21,-1.412875748115633,-1.2878144379922354,-1.5146682280739587
167,8,21,-1.5538124270509095,-1.447435655216534,-1.6610573957379273
167,9,21,-2.2079006755828816,-2.099604194009076,-2.3367249239047148
167,10,21,-1.3963951019176934,-1.2881204756562514,-1.523657246210719
167,11,21,-1.6108645173471605,-1.504940031784237,-1.7075523341855425
167,12,21,-2.0384315883969926,-1.9338238428354582,-2.1504423897414413
167,13,21,-1.0678572729165254,-0.9558285996594773,-1.1774725274487143
167,14,21,-1.6424215013291068,-1.5060748197646638,-1.7741184718681597
167,15,21,-1.2802108769912608,-1.1522832752442782,-1.387303869569422
167,16,21,-1.5519206643315653,-1.448906781610032,-1.6705645721304896
167,17,21,-1.9778833261500148,-1.8625335952438182,-2.0872096883732816
167,18,21,-1.1558051361394446,-1.0310672368890788,-1.2620323133662323
167,19,21,-1.9856111315397078,-1.8807762201254277,-2.1073740469661697
167,20,21,-0.8849928620929333,-0.7554127536347385,-1.0076083989159637
167,21,21,-1.4675610760897528,-1.330923857448604,-1.5887784288899003
167,22,21,-1.253808282480961,-1.1178718388366604,-1.369855244821497
167,23,21,-1.2005510624116322,-1.0769188181589664,-1.3332577022123173
167,24,21,-1.3504703989073417,-1.229505741173544,-1.4699382395344485
167,25,21,-1.9908739046248511,-1.894869147915358,-2.0907337400111086
167,26,21,-1.4245038002914256,-1.3204281502937614,-1.527739125520707
167,27,21,-1.9001225236702057,-1.7927316259547177,-2.009322303958154
167,28,21,-1.5128582196995737,-1.3896294345525884,-1.6448179526153397
167,29,21,-1.0171799387680762,-0.9097008082019279,-1.122571702286143
167,30,21,-1.8086163492170466,-1.674260388590478,-1.92081478709593
167,31,21,-0.37332132947916896,-0.23539498063499564,-0.49649674046898307
167,32,21,-1.3272165057076708,-1.2179240337905577,-1.440647639254941
167,33,21,-2.2565963654207524,-2.1485106265900913,-2.3702610585968515
167,34,21,-1.2949697772321054,-1.1436176797691613,-1.3947861346262869
167,35,21,-2.096352410796227,-1.9816448482478313,-2.217239583403497
167,36,21,-1.4061861315060025,-1.2991556561909212,-1.5017536837718655
167,37,21,-1.670167570199188,-1.549532621496931,-1.7753167979087412
167,38,21,-1.2728414164442392,-1.1747200774769098,-1.3989201460678957
167,39,21,-1.7620094170488108,-1.6554231943959303,-1.8779486262300544
167,40,21,-1.2799557487757935,-1.1695944658056905,-1.3922654367354912
167,41,21,-1.6961888972857042,-1.5786259651484809,-1.803213170981692
167,42,21,-1.1474414507203712,-1.0404948933008562,-1.2669208259691265
167,43,21,-1.9212333722189494,-1.7984126489895698,-2.033584631988893
167,44,21,-1.693597314849694,-1.5387734057154374,-1.7943320410044992
167,45,21,-1.4300920044833378,-1.3263184568451147,-1.5527714215907105
167,46,21,-0.2702730863312218,-0.1644112220878614,-0.39347661416624147
167,47,21,-2.189678545183961,-2.074876996846515,-2.32793091943352
167,48,21,0.4131708205063579,0.5396905131374046,0.31477640352177855
167,49,21,-1.182319567729064,-1.0234312662041898,-1.283567876254728
167,50,21,-1.713533105917651,-1.596772763832293,-1.8335500459113605
167,51,21,-1.467454732744859,-1.3381023928872477,-1.5745217866789074
167,52,21,-1.2368113324489542,-1.099433492485483,-1.353010942030288
167,53,21,-2.275069546140285,-2.143041727508806,-2.379774231127965
167,54,21,-1.3844766752373898,-1.271157696618972,-1.5097690891101205
167,55,21,-1.365900480147395,-1.2362559168567853,-1.488620354851747
167,56,21,-1.7275248899691142,-1.620513712354987,-1.8435758618827047
167,57,21,-1.8208075354725226,-1.6741646522839546,-1.9335869276408135
167,58,21,-1.6725970224481528,-1.5496510662598995,-1.8027070357231334
167,59,21,-1.5225605572073186,-1.4129648627118008,-1.6547048196385035
167,60,21,-1.1469337310965007,-1.0274480598350022,-1.2843528115544443
168,1,21,-1.426863176679229,-1.3182683453773105,-1.5614613027551676
168,2,21,-1.2406215343653333,-1.0990207959475868,-1.352212067122771
168,3,21,-1.4752876548299012,-1.3650856359901815,-1.5773645993496905
168,4,21,-2.205110395516542,-2.1029425868033056,-2.3212347478185067
168,5,21,-1.6011610458265952,-1.5057578857313407,-1.6998533567019884
168,6,21,-1.3078985644696899,-1.1873005431557901,-1.451198163747675
168,7,21,-1.4207922101008332,-1.2925571163226754,-1.5301366856275938
168,8,21,-1.5495043900256498,-1.4418870201293177,-1.6549766172126283
168,9,21,-2.208343303974441,-2.101080499035365,-2.3328389754100893
168,10,21,-1.3879566795468936,-1.279268933822907,-1.5037558251881293
168,11,21,-1.6194733871833993,-1.5269610763942725,-1.7165329727274827
168,12,21,-2.0432245443022694,-1.9393242878596808,-2.1534067336840574
168,13,21,-1.0735859813130306,-0.9795233659143302,-1.190699939875063
168,14,21,-1.6292508723749237,-1.4926007516226376,-1.744118745430638
168,15,21,-1.2899828309657226,-1.173370229769878,-1.3929709069229719
168,16,21,-1.56191228071746,-1.456810616005786,-1.6774882388345338
168,17,21,-1.9795397734067572,-1.8625973544285173,-2.087375667453113
168,18,21,-1.1514020957290256,-1.032761613846171,-1.2570861213935918
168,19,21,-1.9892400768316407,-1.883442635883725,-2.108694487399293
168,20,21,-0.8952139892834046,-0.7633171745087522,-1.013724056719418
168,21,21,-1.471664028014139,-1.336278344139611,-1.5869458639472729
168,22,21,-1.2570099465991145,-1.1250267623389254,-1.3768384927822395
168,23,21,-1.2101297224909433,-1.084429192210218,-1.337489788990561
168,24,21,-1.354314331488421,-1.234163726857988,-1.4743344409294468
168,25,21,-1.9888823338256212,-1.894070158710569,-2.0863102709883226
168,26,21,-1.4229785577910834,-1.3171889071816483,-1.5329204569471078
168,27,21,-1.9047090209003223,-1.7991653865204762,-2.0252004548263014
168,28,21,-1.5151766075400162,-1.3871525056242897,-1.6395202854289945
168,29,21,-1.0080381202599789,-0.9020831743597062,-1.1152217675389342
168,30,21,-1.8062405462252829,-1.6845068428954288,-1.9207000035947142
168,31,21,-0.407462375654821,-0.2858997492104276,-0.5152198261194436
