uniqueID,division,state,electionDate,electionDay,electionMonth,electionYear,byElection,reasonCeasedToBeMember,changedSeat,ceasedToBeMemberDate,ceasedToBeMemberYear,ceasedToBeMemberMonth,ceasedToBeMemberDay,Comment
flintnicolle2016,Boothby,SA,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
foleygeorge1920,Kalgoorlie,WA,1920-12-18,18,12,1920,Yes,Defeated,NA,1922-12-16,1922,12,16,NA
forbesalexander1956,Barker,SA,1956-10-13,13,10,1956,Yes,Retired,NA,1975-11-11,1975,11,11,NA
fordfrank1990,Dunkley,VIC,1990-03-24,24,3,1990,No,Defeated,NA,1993-03-13,1993,3,13,NA
fordefrancis1922,Capricornia,QLD,1922-12-16,16,12,1922,No,Defeated,NA,1946-09-28,1946,9,28,NA
forrestjohn1901,Swan,WA,1901-03-29,29,3,1901,No,Died,NA,1918-09-02,1918,9,2,NA
forrestjohn1993,Mallee,VIC,1993-03-13,13,3,1993,No,Retired,NA,2013-08-05,2013,8,5,NA
fosterfrancis1906,New England,NSW,1906-12-12,12,12,1906,No,Defeated,NA,1913-05-31,1913,5,31,NA
fosternorman1969,Sturt,SA,1969-10-25,25,10,1969,No,Defeated,NA,1972-12-02,1972,12,2,NA
fosterrichard1909,Wakefield,SA,1909-08-28,28,8,1909,Yes,Defeated,NA,1928-11-17,1928,11,17,NA
fowlerjames1901,Perth,WA,1901-03-29,29,3,1901,No,Defeated,NA,1922-12-16,1922,12,16,NA
foxedmund1955,Henty,VIC,1955-12-10,10,12,1955,No,Defeated,NA,1974-05-18,1974,5,18,NA
foxtonjustin1906,Brisbane,QLD,1906-12-12,12,12,1906,No,Defeated,NA,1910-04-13,1910,4,13,NA
francisfrederick1919,Henty,VIC,1919-12-13,13,12,1919,No,Retired,NA,1925-10-03,1925,10,3,NA
francisgrosvenor1925,Kennedy,QLD,1925-11-14,14,11,1925,No,Defeated,NA,1929-10-12,1929,10,12,NA
francisjosiah1922,Moreton,QLD,1922-12-16,16,12,1922,No,Retired,NA,1955-11-04,1955,11,4,NA
fraserallan1943,Eden-Monaro,NSW,1943-08-21,21,8,1943,No,Defeated,NA,1966-11-26,1966,11,26,NA
fraserallan1943,Eden-Monaro,NSW,1969-10-25,25,10,1969,No,Retired,NA,1972-11-02,1972,11,2,NA
fraserjim1951,Australian Capital Territory,ACT,1951-04-28,28,4,1951,No,Died,NA,1970-04-01,1970,4,1,NA
frasermalcolm1955,Wannon,VIC,1955-12-10,10,12,1955,No,Resigned,NA,1983-03-31,1983,3,31,NA
frazercharles1903,Kalgoorlie,WA,1903-12-16,16,12,1903,No,Died,NA,1913-11-25,1913,11,25,NA
freeross1980,Macquarie,NSW,1980-10-18,18,10,1980,No,Until elected for Lindsay,1,1984-12-01,1984,12,1,NA
freeross1980,Lindsay,NSW,1984-12-01,1,12,1984,No,Defeated,NA,1996-03-02,1996,3,2,NA
freelandermichael2016,Macarthur,NSW,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
freethgordon1949,Forrest,WA,1949-12-10,10,12,1949,No,Defeated,NA,1969-10-25,1969,10,25,NA
frostcharles1929,Franklin,TAS,1929-12-14,14,12,1929,Yes,Defeated,NA,1931-12-19,1931,12,19,NA
frostcharles1929,Franklin,TAS,1934-09-15,15,9,1934,No,Defeated,NA,1946-09-28,1946,9,28,NA
fryken1974,Fraser,ACT,1974-05-18,18,5,1974,No,Retired,NA,1984-10-26,1984,10,26,NA
frydenbergjoshua2010,Kooyong,VIC,2010-08-21,21,8,2010,No,NA,NA,NA,NA,NA,NA,NA
fullerarthur1943,Hume,NSW,1943-08-21,21,8,1943,No,Defeated,NA,1949-12-10,1949,12,10,NA
fullerarthur1943,Hume,NSW,1951-04-28,28,4,1951,No,Defeated,NA,1955-12-10,1955,12,10,NA
fullerarthur1943,Hume,NSW,1961-12-09,9,12,1961,No,Defeated,NA,1963-11-30,1963,11,30,NA
fullergeorge1901,Illawarra,NSW,1901-03-29,29,3,1901,No,Defeated,NA,1913-05-31,1913,5,31,NA
fultonwilliam1958,Leichhardt,QLD,1958-11-22,22,11,1958,No,Retired,NA,1975-11-11,1975,11,11,NA
fyshphilip1901,Tasmania,TAS,1901-03-29,29,3,1901,No,Until elected for Denison,1,1903-12-16,1903,12,16,NA
fyshphilip1901,Denison,TAS,1903-12-16,16,12,1903,No,Retired,NA,1910-02-19,1910,2,19,NA
gabbjoel1919,Angas,SA,1919-12-13,13,12,1919,No,Defeated,NA,1925-11-14,1925,11,14,NA
gabbjoel1919,Angas,SA,1929-10-12,12,10,1929,No,Retired,NA,1934-08-07,1934,8,7,NA
gahajohn1943,Denison,TAS,1943-08-21,21,8,1943,No,Retired,NA,1949-10-31,1949,10,31,NA
galluschristine1990,Hawker,SA,1990-03-24,24,3,1990,No,Until elected for Hindmarsh,1,1993-03-13,1993,3,13,NA
galluschristine1990,Hindmarsh,SA,1993-03-13,13,3,1993,No,Retired,NA,2004-08-31,2004,8,31,NA
galvinpatrick1951,Kingston,SA,1951-04-28,28,4,1951,No,Defeated,NA,1966-11-26,1966,11,26,NA
gambaroteresa1996,Petrie,QLD,1996-03-02,2,3,1996,No,Defeated,NA,2007-11-24,2007,11,24,NA
gambaroteresa1996,Brisbane,QLD,2010-08-21,21,8,2010,No,Retired,NA,2016-05-09,2016,5,9,NA
ganderjoseph1931,Reid,NSW,1931-12-19,19,12,1931,No,Defeated,NA,1940-09-21,1940,9,21,NA
gardenjohn1934,Cook,NSW,1934-09-15,15,9,1934,No,Retired,NA,1937-09-21,1937,9,21,NA
gardnersydney1922,Robertson,NSW,1922-12-16,16,12,1922,No,Defeated,NA,1940-09-21,1940,9,21,NA
garlandransley1969,Curtin,WA,1969-04-19,19,4,1969,Yes,Resigned,NA,1981-01-22,1981,1,22,NA
garrettpeter2004,Kingsford Smith,NSW,2004-10-09,9,10,2004,No,Retired,NA,2013-08-05,2013,8,5,Same as Kingsford-Smith - name was changed in 2001
garrickhorace1969,Batman,VIC,1969-10-25,25,10,1969,No,Retired,NA,1977-11-10,1977,11,10,NA
gashjoanna1996,Gilmore,NSW,1996-03-02,2,3,1996,No,Retired,NA,2013-08-05,2013,8,5,NA
gaylerjohn1983,Leichhardt,QLD,1983-03-05,5,3,1983,No,Retired,NA,1993-02-08,1993,2,8,NA
geargeorge1983,Tangney,WA,1983-03-05,5,3,1983,No,Until elected for Canning,1,1984-12-01,1984,12,1,NA
geargeorge1983,Canning,WA,1984-12-01,1,12,1984,No,Defeated,NA,1996-03-02,1996,3,2,NA
geeandrew2016,Calare,NSW,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
gellibrandjohn1925,Denison,TAS,1925-11-14,14,11,1925,No,Defeated,NA,1928-11-17,1928,11,17,NA
georganassteven2004,Hindmarsh,SA,2004-10-09,9,10,2004,No,Defeated,NA,2013-09-07,2013,9,7,NA
georganassteven2004,Hindmarsh,SA,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
georgejennie2001,Throsby,NSW,2001-11-10,10,11,2001,No,Retired,NA,2010-07-19,2010,7,19,NA
georgioupetro1994,Kooyong,VIC,1994-11-19,19,11,1994,Yes,Retired,NA,2010-07-19,2010,7,19,NA
gerickjane1998,Canning,WA,1998-10-03,3,10,1998,No,Defeated,NA,2001-11-10,2001,11,10,NA
gibbjames1903,Flinders,VIC,1903-12-16,16,12,1903,No,Defeated,NA,1906-12-12,1906,12,12,NA
gibbonsgeorge1929,Calare,NSW,1929-10-12,12,10,1929,No,Defeated,NA,1931-12-19,1931,12,19,NA
gibbonsstephen1998,Bendigo,VIC,1998-10-03,3,10,1998,No,Retired,NA,2013-08-05,2013,8,5,NA
gibbswylie1963,Bowman,QLD,1963-11-30,30,11,1963,No,Defeated,NA,1969-10-25,1969,10,25,NA
gibsonadrian1964,Denison,TAS,1964-02-15,15,2,1964,Yes,Retired,NA,1969-09-29,1969,9,29,NA
gibsongarrie1990,Moreton,QLD,1990-03-24,24,3,1990,No,Defeated,NA,1996-03-02,1996,3,2,NA
gibsonwilliam1918,Corangamite,VIC,1918-12-14,14,12,1918,Yes,Defeated,NA,1929-10-12,1929,10,12,NA
gibsonwilliam1918,Corangamite,VIC,1931-12-19,19,12,1931,No,Retired,NA,1934-08-07,1934,8,7,NA
gilesandrew2013,Scullin,VIC,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
gilesgeoffrey1964,Angas,SA,1964-06-20,20,6,1964,Yes,Until elected for Wakefield,1,1977-12-10,1977,12,10,NA
gilesgeoffrey1964,Wakefield,SA,1977-12-10,10,12,1977,No,Retired,NA,1983-02-04,1983,2,4,NA
gillardjulia1998,Lalor,VIC,1998-10-03,3,10,1998,No,Retired,NA,2013-08-05,2013,8,5,NA
gillardreginald1975,Macquarie,NSW,1975-12-13,13,12,1975,No,Defeated,NA,1980-10-18,1980,10,18,NA
gillespiedavid2013,Lyne,NSW,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
gilmorethomas1949,Leichhardt,QLD,1949-12-10,10,12,1949,No,Defeated,NA,1951-04-28,1951,4,28,NA
glynnpatrick1901,South Australia,SA,1901-03-30,30,3,1901,No,Until elected for Angas,1,1903-12-16,1903,12,16,NA
glynnpatrick1901,Angas,SA,1903-12-16,16,12,1903,No,Defeated,NA,1919-12-13,1919,12,13,NA
goodenoughian2013,Moore,WA,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
goodluckbruce1975,Franklin,TAS,1975-12-13,13,12,1975,No,Retired,NA,1993-02-08,1993,2,8,NA
gordondavid1911,Boothby,SA,1911-11-11,11,11,1911,Yes,Defeated,NA,1913-05-31,1913,5,31,NA
gormanpatrick2018,Perth,WA,2018-07-28,28,7,2018,Yes,NA,NA,NA,NA,NA,NA,NA
gormanrussell1983,Chifley,NSW,1983-03-05,5,3,1983,No,Until elected for Greenway,1,1984-12-01,1984,12,1,NA
gormanrussell1983,Greenway,NSW,1984-12-01,1,12,1984,No,Retired,NA,1996-01-29,1996,1,29,NA
gortonjohn1968,Higgins,VIC,1968-02-24,24,2,1968,Yes,Retired,NA,1975-11-11,1975,11,11,NA
goslingluke2016,Solomon,NT,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
graceedward1984,Fowler,NSW,1984-12-01,1,12,1984,No,Retired,NA,1998-08-31,1998,8,31,NA
graceelizabeth1996,Lilley,QLD,1996-03-02,2,3,1996,No,Defeated,NA,1998-10-03,1998,10,3,NA
grahambruce1949,St George,NSW,1949-12-10,10,12,1949,No,Defeated,NA,1954-05-29,1954,5,29,NA
grahambruce1949,St George,NSW,1955-12-10,10,12,1955,No,Defeated,NA,1958-11-22,1958,11,22,NA
grahambruce1949,North Sydney,NSW,1966-11-26,26,11,1966,No,Retired,NA,1980-09-19,1980,9,19,NA
grassbyal1969,Riverina,NSW,1969-10-25,25,10,1969,No,Defeated,NA,1974-05-18,1974,5,18,NA
graygary2007,Brand,WA,2007-11-24,24,11,2007,No,Retired,NA,2016-07-02,2016,7,2,NA
graygeorge1961,Capricornia,QLD,1961-12-09,9,12,1961,No,Died,NA,1967-08-02,1967,8,2,NA
graydenwilliam1949,Swan,WA,1949-12-10,10,12,1949,No,Defeated,NA,1954-05-29,1954,5,29,NA
greenalbert1922,Kalgoorlie,WA,1922-12-16,16,12,1922,No,Died,NA,1940-10-02,1940,10,2,NA
greenroland1922,Richmond,NSW,1922-12-16,16,12,1922,No,Defeated,NA,1937-10-23,1937,10,23,NA
greenuparthur1953,Dalley,NSW,1953-05-09,9,5,1953,Yes,Retired,NA,1955-11-04,1955,11,4,NA
gregoryhenry1913,Dampier,WA,1913-05-31,31,5,1913,No,Until elected for Swan,1,1922-12-16,1922,12,16,NA
gregoryhenry1913,Swan,WA,1922-12-16,16,12,1922,No,Died,NA,1940-11-15,1940,11,15,NA
griersonsharon2001,Newcastle,NSW,2001-11-10,10,11,2001,No,Retired,NA,2013-08-05,2013,8,5,NA
griffinalan1993,Corinella,VIC,1993-03-13,13,3,1993,No,Until elected for Bruce,1,1996-03-02,1996,3,2,NA
griffinalan1993,Bruce,VIC,1996-03-02,2,3,1996,No,Retired,NA,2016-05-09,2016,5,9,NA
griffithsalan1983,Maribyrnong,VIC,1983-03-05,5,3,1983,No,Retired,NA,1996-01-29,1996,1,29,NA
griffithscharles1949,Shortland,NSW,1949-12-10,10,12,1949,No,Retired,NA,1972-11-02,1972,11,2,NA
griggsnatasha2010,Solomon,NT,2010-08-21,21,8,2010,No,Defeated,NA,2016-07-02,2016,7,2,NA
groomarthur1901,Flinders,VIC,1901-03-29,29,3,1901,No,Retired,NA,1903-11-23,1903,11,23,NA
groomlittleton1901,Darling Downs,QLD,1901-09-14,14,9,1901,Yes,Defeated,NA,1929-10-12,1929,10,12,NA
groomlittleton1901,Darling Downs,QLD,1931-12-19,19,12,1931,No,Died,NA,1936-11-06,1936,11,6,NA
groomray1975,Braddon,TAS,1975-12-13,13,12,1975,No,Retired,NA,1984-10-26,1984,10,26,NA
groomwilliam1901,Darling Downs,QLD,1901-03-30,30,3,1901,No,Died,NA,1901-08-08,1901,8,8,NA
gulletthenry1946,Henty,VIC,1946-03-30,30,3,1946,Yes,Retired,NA,1955-11-04,1955,11,4,NA
gulletthenry1925,Henty,VIC,1925-11-14,14,11,1925,No,Died,NA,1940-08-13,1940,8,13,NA
gunrichard1969,Kingston,SA,1969-10-25,25,10,1969,No,Defeated,NA,1975-12-13,1975,12,13,NA
guyjames1929,Bass,TAS,1929-10-12,12,10,1929,No,Defeated,NA,1934-09-15,1934,9,15,NA
guyjames1929,Wilmot,TAS,1940-09-21,21,9,1940,No,Defeated,NA,1946-09-28,1946,9,28,NA
haasebarry1998,Kalgoorlie,WA,1998-10-03,3,10,1998,No,Until elected for Durack,1,2010-08-21,2010,8,21,NA
haasebarry1998,Durack,WA,2010-08-21,21,8,2010,No,Retired,NA,2013-08-05,2013,8,5,NA
hadleyjames1943,Lilley,QLD,1943-08-21,21,8,1943,No,Defeated,NA,1949-12-10,1949,12,10,NA
halberthugh1958,Moore,WA,1958-11-22,22,11,1958,No,Defeated,NA,1961-12-09,1961,12,9,NA
haledamian2007,Solomon,NT,2007-11-24,24,11,2007,No,Defeated,NA,2010-08-21,2010,8,21,NA
halldavid1906,Werriwa,NSW,1906-12-12,12,12,1906,No,Resigned,NA,1912-04-01,1912,4,1,NA
halljill1998,Shortland,NSW,1998-10-03,3,10,1998,No,Retired,NA,2016-05-09,2016,5,9,NA
hallsteele1981,Boothby,SA,1981-02-21,21,2,1981,Yes,Retired,NA,1996-01-29,1996,1,29,NA
hallettjohn1963,Canning,WA,1963-11-30,30,11,1963,No,Defeated,NA,1974-05-18,1974,5,18,NA
halversonrobert1984,Casey,VIC,1984-12-01,1,12,1984,No,Retired,NA,1998-08-31,1998,8,31,NA
hamerdavid1969,Isaacs,VIC,1969-10-25,25,10,1969,No,Defeated,NA,1974-05-18,1974,5,18,NA
hamerdavid1969,Isaacs,VIC,1975-12-13,13,12,1975,No,Retired,NA,1977-11-10,1977,11,10,NA
hamiltonleonard1946,Swan,WA,1946-09-28,28,9,1946,No,Until elected for Canning,1,1949-12-10,1949,12,10,NA
hamiltonleonard1946,Canning,WA,1949-12-10,10,12,1949,No,Retired,NA,1961-11-02,1961,11,2,NA
hammondtimothy2016,Perth,WA,2016-07-02,2,7,2016,No,Resigned,NA,2018-05-10,2018,5,10,NA
hampsonalfred1915,Bendigo,VIC,1915-02-06,6,2,1915,Yes,Defeated,NA,1917-05-05,1917,5,5,NA
handgerard1983,Melbourne,VIC,1983-03-05,5,3,1983,No,Retired,NA,1993-02-08,1993,2,8,NA
handbyherbert1949,Kingston,SA,1949-12-10,10,12,1949,No,Defeated,NA,1951-04-28,1951,4,28,NA
hannanjoseph1913,Fawkner,VIC,1913-05-31,31,5,1913,No,Defeated,NA,1917-05-05,1917,5,5,NA
hansenbrendan1961,Wide Bay,QLD,1961-12-09,9,12,1961,No,Defeated,NA,1974-05-18,1974,5,18,NA
hansonpauline1996,Oxley,QLD,1996-03-02,2,3,1996,No,Defeated,NA,1998-10-03,1998,10,3,NA
hardgravegary1996,Moreton,QLD,1996-03-02,2,3,1996,No,Defeated,NA,2007-11-24,2007,11,24,NA
hardingernest1961,Herbert,QLD,1961-12-09,9,12,1961,No,Defeated,NA,1966-11-26,1966,11,26,NA
harperrobert1901,Mernda,VIC,1901-03-29,29,3,1901,No,Retired,NA,1913-04-23,1913,4,23,NA
harrisgraham1980,Chisholm,VIC,1980-10-18,18,10,1980,No,Defeated,NA,1983-03-05,1983,3,5,NA
harrisoneli1949,Blaxland,NSW,1949-12-10,10,12,1949,No,Retired,NA,1969-09-29,1969,9,29,NA
harrisonericfairweather1931,Bendigo,VIC,1931-12-19,19,12,1931,No,Retired,NA,1937-09-21,1937,9,21,NA
harrisonericjohn1931,Wentworth,NSW,1931-12-19,19,12,1931,No,Resigned,NA,1956-10-17,1956,10,17,NA
hartross2016,Bass,TAS,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
hartnollwilliam1902,Tasmania,TAS,1902-03-26,26,3,1902,Yes,Defeated,NA,1903-12-16,1903,12,16,NA
hartsuykerluke2001,Cowper,NSW,2001-11-10,10,11,2001,No,NA,NA,NA,NA,NA,NA,NA
harveyelizabeth1987,Hawker,SA,1987-07-11,11,7,1987,No,Defeated,NA,1990-03-24,1990,3,24,NA
haslemjohn1975,Canberra,ACT,1975-12-13,13,12,1975,No,Defeated,NA,1980-10-18,1980,10,18,NA
hasluckpaul1949,Curtin,WA,1949-12-10,10,12,1949,No,Resigned,NA,1969-02-10,1969,2,10,NA
hastieandrew2015,Canning,WA,2015-09-19,19,9,2015,Yes,NA,NA,NA,NA,NA,NA,NA
hattonmichael1996,Blaxland,NSW,1996-06-15,15,6,1996,Yes,Retired,NA,2007-10-17,2007,10,17,NA
havilandchristopher1993,Macarthur,NSW,1993-03-13,13,3,1993,No,Retired,NA,1996-01-29,1996,1,29,NA
hawkealexander2007,Mitchell,NSW,2007-11-24,24,11,2007,No,NA,NA,NA,NA,NA,NA,NA
hawkebob1980,Wills,VIC,1980-10-18,18,10,1980,No,Resigned,NA,1992-02-20,1992,2,20,NA
hawkercharles1929,Wakefield,SA,1929-10-12,12,10,1929,No,Died,NA,1938-10-25,1938,10,25,NA
hawkerdavid1983,Wannon,VIC,1983-05-07,7,5,1983,Yes,Retired,NA,2010-07-19,2010,7,19,NA
haworthwilliam1949,Isaacs,VIC,1949-12-10,10,12,1949,No,Retired,NA,1969-09-29,1969,9,29,NA
hayalexander1919,New England,NSW,1919-12-13,13,12,1919,No,Defeated,NA,1922-12-16,1922,12,16,NA
haydenbill1961,Oxley,QLD,1961-12-09,9,12,1961,No,Resigned,NA,1988-08-17,1988,8,17,NA
hayeschristopher2005,Werriwa,NSW,2005-03-19,19,3,2005,Yes,Until elected for Fowler,1,2010-08-21,2010,8,21,NA
hayeschristopher2005,Fowler,NSW,2010-08-21,21,8,2010,No,NA,NA,NA,NA,NA,NA,NA
haylenleslie1943,Parkes,NSW,1943-08-21,21,8,1943,No,Defeated,NA,1963-11-30,1963,11,30,NA
hedgeswilliam1906,Fremantle,WA,1906-12-12,12,12,1906,No,Defeated,NA,1913-05-31,1913,5,31,NA
heitmannedward1917,Kalgoorlie,WA,1917-05-05,5,5,1917,No,Defeated,NA,1919-12-13,1919,12,13,NA
hendersonsarah2013,Corangamite,VIC,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
hendypeter2013,Eden-Monaro,NSW,2013-09-07,7,9,2013,No,Defeated,NA,2016-07-02,2016,7,2,NA
henrystuart2004,Hasluck,WA,2004-10-09,9,10,2004,No,Defeated,NA,2007-11-24,2007,11,24,NA
henzellmarjorie1993,Capricornia,QLD,1993-03-13,13,3,1993,No,Defeated,NA,1996-03-02,1996,3,2,NA
hewsonhenry1972,McMillan,VIC,1972-12-02,2,12,1972,No,Defeated,NA,1975-12-13,1975,12,13,NA
hewsonjohn1987,Wentworth,NSW,1987-07-11,11,7,1987,No,Resigned,NA,1995-02-28,1995,2,28,NA
hicksnoel1980,Riverina,NSW,1980-10-18,18,10,1980,No,Until elected for Riverina-Darling,1,1984-12-01,1984,12,1,NA
hicksnoel1980,Riverina-Darling,NSW,1984-12-01,1,12,1984,No,Until elected for Riverina,1,1993-03-13,1993,3,13,NA
hicksnoel1980,Riverina,NSW,1993-03-13,13,3,1993,No,Retired,NA,1998-08-31,1998,8,31,NA
higginshenry1901,Northern Melbourne,VIC,1901-03-29,29,3,1901,No,Resigned,NA,1906-10-13,1906,10,13,NA
higgswilliam1910,Capricornia,QLD,1910-04-13,13,4,1910,No,Defeated,NA,1922-12-16,1922,12,16,NA
hilljulian2016,Bruce,VIC,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
hillwilliam1919,Echuca,VIC,1919-09-20,20,9,1919,Yes,Retired,NA,1934-08-07,1934,8,7,NA
hoarekelly1998,Charlton,NSW,1998-10-03,3,10,1998,No,Retired,NA,2007-10-17,2007,10,17,NA
hockeyjoseph1996,North Sydney,NSW,1996-03-02,2,3,1996,No,Resigned,NA,2015-10-23,2015,10,23,NA
hodgesjohn1974,Petrie,QLD,1974-05-18,18,5,1974,No,Defeated,NA,1983-03-05,1983,3,5,NA
hodgesjohn1974,Petrie,QLD,1984-12-01,1,12,1984,No,Defeated,NA,1987-07-11,1987,7,11,NA
hodgmanmichael1975,Denison,TAS,1975-12-13,13,12,1975,No,Defeated,NA,1987-07-11,1987,7,11,NA
hogankevin2013,Page,NSW,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
holderfrederick1901,South Australia,SA,1901-03-30,30,3,1901,No,Until elected for Wakefield,1,1903-12-16,1903,12,16,NA
holderfrederick1901,Wakefield,SA,1903-12-16,16,12,1903,No,Died,NA,1909-07-23,1909,7,23,NA
holdingclyde1977,Melbourne Ports,VIC,1977-12-10,10,12,1977,No,Retired,NA,1998-08-31,1998,8,31,NA
holliscolin1983,Macarthur,NSW,1983-03-05,5,3,1983,No,Until elected for Throsby,1,1984-12-01,1984,12,1,NA
holliscolin1983,Throsby,NSW,1984-12-01,1,12,1984,No,Retired,NA,2001-10-08,2001,10,8,NA
hollowayedward1929,Flinders,VIC,1929-10-12,12,10,1929,No,Until elected for Melbourne Ports,1,1931-12-19,1931,12,19,NA
hollowayedward1929,Melbourne Ports,VIC,1931-12-19,19,12,1931,No,Retired,NA,1951-03-19,1951,3,19,NA
holmanwilliam1931,Martin,NSW,1931-12-19,19,12,1931,No,Died,NA,1934-06-05,1934,6,5,NA
holtharold1935,Fawkner,VIC,1935-08-17,17,8,1935,Yes,Until elected for Higgins,1,1949-12-10,1949,12,10,NA
holtharold1935,Higgins,VIC,1949-12-10,10,12,1949,No,Presumed dead,NA,1967-12-19,1967,12,19,NA
holtrobert1955,Darebin,VIC,1955-12-10,10,12,1955,No,Retired,NA,1958-10-14,1958,10,14,NA
holtenrendle1958,Indi,VIC,1958-11-22,22,11,1958,No,Defeated,NA,1977-12-10,1977,12,10,NA
hornerobert1993,Paterson,NSW,1993-03-13,13,3,1993,No,Defeated,NA,1996-03-02,1996,3,2,NA
hornerobert1993,Paterson,NSW,1998-10-03,3,10,1998,No,Defeated,NA,2001-11-10,2001,11,10,NA
howardjohn1974,Bennelong,NSW,1974-05-18,18,5,1974,No,Defeated,NA,2007-11-24,2007,11,24,NA
howarthluke2013,Petrie,QLD,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
howebrian1977,Batman,VIC,1977-12-10,10,12,1977,No,Retired,NA,1996-01-29,1996,1,29,NA
howerobert1910,Dalley,NSW,1910-04-13,13,4,1910,No,Died,NA,1915-04-02,1915,4,2,NA
howroydcharles1917,Darwin,TAS,1917-05-05,5,5,1917,No,Died,NA,1917-05-10,1917,5,10,Name of Darwin electorate changed to Braddon by resolution of Parliament following the redistribution of electoral boundaries 1955.
howsejohn1946,Calare,NSW,1946-09-28,28,9,1946,No,Resigned,NA,1960-09-28,1960,9,28,NA
howseneville1922,Calare,NSW,1922-12-16,16,12,1922,No,Defeated,NA,1929-10-12,1929,10,12,NA
howsonpeter1955,Fawkner,VIC,1955-12-10,10,12,1955,No,Until elected for Casey,1,1969-10-25,1969,10,25,NA
howsonpeter1955,Casey,VIC,1969-10-25,25,10,1969,No,Defeated,NA,1972-12-02,1972,12,2,NA
hughestom1963,Parkes,NSW,1963-11-30,30,11,1963,No,Until elected for Berowra,1,1969-10-25,1969,10,25,NA
hughestom1963,Berowra,NSW,1969-10-25,25,10,1969,No,Retired,NA,1972-11-02,1972,11,2,NA
hugheswilliam1901,West Sydney,NSW,1901-03-29,29,3,1901,No,Until elected for Bendigo,1,1917-05-05,1917,5,5,NA
hugheswilliam1901,Bendigo,VIC,1917-05-05,5,5,1917,No,Until elected for North Sydney,1,1922-12-16,1922,12,16,NA
hugheswilliam1901,North Sydney,NSW,1922-12-16,16,12,1922,No,Until elected for Bradfield,1,1949-12-10,1949,12,10,NA
hugheswilliam1901,Bradfield,NSW,1949-12-10,10,12,1949,No,Died,NA,1952-10-28,1952,10,28,NA
hullkay1998,Riverina,NSW,1998-10-03,3,10,1998,No,Retired,NA,2010-07-19,2010,7,19,NA
hullsrob1990,Kennedy,QLD,1990-03-24,24,3,1990,No,Defeated,NA,1993-03-13,1993,3,13,NA
hulmealan1949,Petrie,QLD,1949-12-10,10,12,1949,No,Defeated,NA,1961-12-09,1961,12,9,NA
hulmealan1949,Petrie,QLD,1963-11-30,30,11,1963,No,Retired,NA,1972-11-02,1972,11,2,NA
humphreysben1977,Griffith,QLD,1977-12-10,10,12,1977,No,Retired,NA,1996-01-29,1996,1,29,NA
huntgregory2001,Flinders,VIC,2001-11-10,10,11,2001,No,NA,NA,NA,NA,NA,NA,NA
huntralph1969,Gwydir,NSW,1969-06-07,7,6,1969,Yes,Resigned,NA,1989-02-24,1989,2,24,NA
hunterjames1921,Maranoa,QLD,1921-07-30,30,7,1921,Yes,Retired,NA,1940-08-27,1940,8,27,NA
hurfordchris1969,Adelaide,SA,1969-10-25,25,10,1969,No,Resigned,NA,1987-12-31,1987,12,31,NA
hurrygeoffry1922,Bendigo,VIC,1922-12-16,16,12,1922,No,Defeated,NA,1929-10-12,1929,10,12,NA
husaremma2016,Lindsay,NSW,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
husiced2010,Chifley,NSW,2010-08-21,21,8,2010,No,NA,NA,NA,NA,NA,NA,NA
hutchinarthur1931,Denison,TAS,1931-12-19,19,12,1931,No,Defeated,NA,1934-09-15,1934,9,15,NA
hutchinsoneric2013,Lyons,TAS,2013-09-07,7,9,2013,No,Defeated,NA,2016-07-02,2016,7,2,NA
hutchinsonwilliam1931,Indi,VIC,1931-12-19,19,12,1931,No,Until elected for Deakin,1,1937-10-23,1937,10,23,NA
hutchinsonwilliam1931,Deakin,VIC,1937-10-23,23,10,1937,No,Retired,NA,1949-10-31,1949,10,31,NA
hutchisonjames1903,Hindmarsh,SA,1903-12-16,16,12,1903,No,Died,NA,1909-12-06,1909,12,6,NA
hydejohn1974,Moore,WA,1974-05-18,18,5,1974,No,Defeated,NA,1983-03-05,1983,3,5,NA
innested1972,Melbourne,VIC,1972-12-02,2,12,1972,No,Retired,NA,1983-02-04,1983,2,4,NA
ironsstephen2007,Swan,WA,2007-11-24,24,11,2007,No,NA,NA,NA,NA,NA,NA,NA
irvinehans1906,Grampians,VIC,1906-12-12,12,12,1906,No,Defeated,NA,1914-09-05,1914,9,5,NA
