sitting,topic,gov,median,upper,lower
6,37,1,-1.8220417371689608,-1.6650162286751473,-1.981023542193936
6,38,1,-2.3208170203187146,-2.167847510881724,-2.489781622665094
6,39,1,-2.447910570804275,-2.2977343898492473,-2.628932682043233
6,40,1,-0.705992837485086,-0.3955914055899261,-1.0343875207453501
7,1,1,-1.525026514428811,-1.3326550653956506,-1.7109593674356234
7,2,1,-1.1413163091911314,-0.9245183230760654,-1.4417114766069292
7,3,1,-1.1477887278283634,-0.9616517829123886,-1.3577999279500854
7,4,1,-1.8040924214275622,-1.610529961532058,-1.9886904535283876
7,5,1,-1.8342758702521378,-1.6543329589387954,-2.048125571197703
7,6,1,-1.712897721359313,-1.5183082542523156,-1.90320067219568
7,7,1,-1.1444375115321903,-0.9233215413877313,-1.378203600923348
7,8,1,-0.11303441065606591,0.546941445747134,-0.9150056950931715
7,9,1,-1.0592447528798492,-0.8195152559653456,-1.3390911052454553
7,10,1,-1.1849056364466755,-0.9357054648438708,-1.5035243715885023
7,11,1,-1.753908702742967,-1.5843304098059703,-1.9429838731682234
7,12,1,-1.1911026294280413,-0.9643200477417924,-1.4176074665700786
7,13,1,-2.0853539371835565,-1.9085084356452067,-2.278272952015507
7,14,1,-2.2399851063544975,-2.045909224495258,-2.4210587268315287
7,15,1,-1.4193629519901978,-1.2201329446841274,-1.5942950440286991
7,16,1,-0.5870825860028908,-0.4067241072259115,-0.786756770273367
7,17,1,-2.2464191001025706,-2.064297721981452,-2.466441937380082
7,18,1,-1.6529693736403992,-1.4220306414931616,-1.9471941636200876
7,19,1,-1.851821128574449,-1.554209518783011,-2.1107802346388014
7,20,1,-0.9990766220389471,-0.6954409944586077,-1.253343990426513
7,21,1,-2.1128112496881846,-1.9371026262516482,-2.307278660230233
7,22,1,-1.9374832303716336,-1.7486928323333621,-2.1489613550639644
7,23,1,-2.063604894089699,-1.8881847526161721,-2.2612176129594066
7,24,1,-2.3757925743967085,-2.19610439999076,-2.5921174687087505
7,25,1,-0.9089324649949915,-0.04158191182768121,-1.7196962934008186
7,26,1,-2.056745521626471,-1.8797570658787233,-2.2530439823134225
7,27,1,-1.0002762585836398,-0.6924877017886336,-1.2486910462417773
7,28,1,1.1249438806652141,1.5150762917873084,0.669381378733649
7,29,1,-1.9317736211752585,-1.752328308322476,-2.1348566314240442
7,30,1,-2.06002406274757,-1.8866821032981786,-2.257435213956765
7,31,1,-1.5279921015627491,-1.3265063183018773,-1.7820379043379713
7,32,1,-1.7431593326610604,-1.565120684458031,-1.920484003901583
