election,topic,median,upper,lower,sigma_median,two_sd
1,1,167.49443656833725,16200.301925224907,16.067123240940862,0.07726802414934694,0.23180407244804083
1,2,28.605901046218346,771.5798442690864,4.4038110009036355,0.18697011019827264,0.560910330594818
1,3,84.75031132834934,4287.046730129819,12.887298311867161,0.10862488980262765,0.32587466940788296
1,4,148.8008137220341,10638.095573640445,11.834436219480818,0.08197800532239585,0.24593401596718756
1,5,110.361894280095,13424.783073731734,11.532163936724194,0.09518980275142891,0.2855694082542867
1,6,111.50272819157865,10711.95395597209,9.155386215030966,0.09470158618588949,0.2841047585576685
1,7,109.43656708795618,9008.408925873766,1.9994707430539296,0.09559138837900735,0.28677416513702203
1,8,1.7148379151247144,4.983508031096715,0.48455594644417144,0.7636396350149814,2.2909189050449443
1,9,35.77483755024694,5645.584162761008,3.3586334484088116,0.16719033378735712,0.5015710013620713
1,10,26.642526795863965,1030.3231310310227,4.033741498045767,0.19373687684908988,0.5812106305472696
1,11,165.98813670826644,12727.721742045558,13.369939715594505,0.07761782612294366,0.23285347836883097
1,12,63.18540872565798,6255.232211567164,5.381650258527582,0.1258031745733937,0.3774095237201811
1,13,181.08238771099985,13448.56248367442,15.619238005759774,0.0743125037392569,0.22293751121777067
1,14,147.05069331934942,8695.338224687757,11.318145674932996,0.08246439208348344,0.24739317625045032
1,15,172.33637158276,31763.944624406493,12.320135095198921,0.07617483593681453,0.2285245078104436
1,16,147.65411871636374,9803.553096909689,11.258054342645105,0.08229571391380587,0.24688714174141763
1,17,130.74376835215543,6335.510115674673,9.429965616124173,0.08745597802451002,0.2623679340735301
1,18,31.6745604799344,2499.0819056110313,3.96577565227283,0.17768251850840205,0.5330475555252061
1,19,25.579688089032253,840.913157257388,3.949700683503011,0.1977208085339751,0.5931624256019253
1,20,35.336598043240386,2250.771970934503,3.567661455621554,0.16822387467858546,0.5046716240357564
1,21,186.52306942184177,18495.162142943984,15.243488546253424,0.07322067415846703,0.2196620224754011
1,22,117.80587102906752,45184.21084471184,10.574060447365435,0.09213328001493498,0.27639984004480495
1,23,182.06937648952066,16632.930160776938,12.023646070981453,0.07411080788093517,0.22233242364280553
1,24,165.05622151009106,37399.37350545577,12.129199830014414,0.07783663465727124,0.2335099039718137
1,25,0.9666047681384975,2.7379986065176607,0.28152683982918414,1.0171278208051595,3.0513834624154788
1,26,172.49240448255938,20718.50444609562,16.19802315222806,0.07614037508707434,0.22842112526122305
1,27,32.48331179081498,3257.4883870804238,3.869344946864339,0.1754566566823803,0.5263699700471409
1,28,6.148088116014809,30.861970407689082,1.1794619334314083,0.40330161242964097,1.209904837288923
1,29,209.62003500525535,62339.34426435891,11.429487564966783,0.06906906953068181,0.20720720859204544
1,30,202.5548451221245,26783.006704393687,12.165498085615589,0.07026332247384082,0.21078996742152245
1,31,62.46771054441441,3266.0053118277874,6.587804856058737,0.1265237937044395,0.3795713811133185
1,32,216.7404720593194,36068.08914438165,16.734272752418217,0.06792505402922462,0.20377516208767388
1,33,293.02873701263985,235268.90846988276,18.719269743478822,0.058417759089635486,0.17525327726890647
1,34,0.5821754567106653,5.920647623213307,0.17533627540318714,1.310608721696064,3.931826165088192
1,35,211.75696027963266,23471.542154560942,15.960975180217126,0.06871968386641082,0.20615905159923248
1,36,163.82424852727377,7581.011643292352,9.22041675492661,0.07812875571455231,0.23438626714365696
1,37,289.35990342235095,53087.36979130427,19.580037702000677,0.05878693592315526,0.17636080776946578
1,38,177.29972698298107,67003.23469224562,15.644558940964489,0.0751010426657565,0.22530312799726948
1,39,255.2164283704779,50303.97796770255,13.174931719527153,0.06259587097322875,0.18778761291968624
1,40,11.99490992355027,70.44371740289235,2.4403601624995535,0.28873637818325354,0.8662091345497607
2,1,46.54066775255746,11351.151166218491,1.8351568095861825,0.1465830300795693,0.4397490902387079
2,2,15.748124946495341,2724.8996010953742,0.7294192552349832,0.2519913156970498,0.7559739470911494
2,3,38.220906747841525,2165.123795255451,1.684503000581867,0.16175194329544001,0.48525582988632004
2,4,73.66241995389689,10751.18667531157,2.0086942823639546,0.11651370402812866,0.349541112084386
2,5,37.695332498144765,3244.792559514156,1.8618682180444115,0.1628756683345184,0.48862700500355516
2,6,36.02818259188593,3081.728785699085,1.9397980899745038,0.16660146746383878,0.49980440239151636
2,7,1.6041677715502454,12.545079983465667,0.24532773737026956,0.7895417620499324,2.3686252861497974
2,8,18.342512973326755,918.4042400632494,1.2951716979844987,0.2334912351417068,0.7004737054251204
2,9,30.6764574818351,1748.7589595247082,0.9123096334743284,0.1805499602229299,0.5416498806687897
2,10,55.303852039236496,8778.607176415562,2.1879759482518475,0.13446904143814456,0.4034071243144337
2,11,44.90701714134519,2216.689360977138,2.154675180211988,0.1492254494325077,0.4476763482975231
2,12,41.601469574897195,13667.66292734363,2.337880005802089,0.1550406797523901,0.46512203925717033
2,13,32.96411509496485,2919.4271550314506,1.5904190713527337,0.174172381098412,0.522517143295236
2,14,77.42410129939613,299739.8607466384,2.9391472159890277,0.11364803040261857,0.34094409120785574
2,15,49.51188366202921,10529.809721757618,2.0477517903265126,0.14211675266024346,0.42635025798073034
2,16,36.324965918470234,3961.773662980961,1.7823667736475803,0.16591948546503152,0.49775845639509453
2,17,56.828931697507436,13249.553754740053,1.9800592364890248,0.13265244342743046,0.3979573302822914
2,18,7.899269403347161,1020.070889217872,0.6205318236488004,0.3558004861820661,1.0674014585461984
2,19,32.185562697328045,3328.889527196853,1.576206903559337,0.17626636433937484,0.5287990930181246
2,20,4.045127592774463,101.21385933940688,0.4928913218578357,0.49720316850337176,1.4916095055101153
2,21,41.08368217730816,2453.3800260406138,1.6963986467126588,0.15601462787876938,0.4680438836363081
2,22,50.7288920249583,7491.188023673494,1.8623334306309949,0.14040168228768266,0.42120504686304794
2,23,73.26458784202737,8939.705746100053,2.3943901530530938,0.11682961475429442,0.35048884426288324
2,24,42.13905161577027,4167.632006869159,1.941732651196389,0.15404855234615153,0.46214565703845456
2,25,0.7541155483914654,2.9599849948142496,0.17290804045142927,1.1515453670887756,3.4546361012663267
2,26,54.36541167256367,4016.9713680445893,1.7260062496828315,0.1356246590779323,0.4068739772337969
2,27,6.906165203046281,1091.373788469691,0.5354650382337304,0.38052353142027073,1.1415705942608123
2,28,9.416608133873837,85.62307601123744,0.8848701767802534,0.32587628076030767,0.977628842280923
2,29,53.30530325919078,6031.146924579488,2.1862896792152133,0.13696663646574814,0.4108999093972444
2,30,41.67150966193178,4406.667247478722,2.351815346432822,0.15491033134986848,0.46473099404960544
2,31,6.975937139478864,1131.2403743558418,0.6919543458040082,0.378615788861063,1.135847366583189
2,32,22.571938142568026,3917.704005308196,1.542307973956915,0.21048229685941153,0.6314468905782346
2,33,56.62211160799019,7578.017103343786,2.929313159170769,0.13289448829638553,0.3986834648891566
2,34,11.216184312880381,355.2998644184786,0.7558578174994781,0.29859149368878685,0.8957744810663606
2,35,66.34761253292908,12759.447202311683,2.5418661643942233,0.12276861322080404,0.36830583966241215
2,36,48.50591415741228,7269.414517032686,2.235548123392558,0.14358287764257474,0.43074863292772425
2,37,71.7515158107022,18855.426128847557,3.080851953005677,0.11805502019497895,0.35416506058493685
2,38,46.19347563712638,5390.763716554084,1.111355399843973,0.1471328610004578,0.4413985830013734
2,39,49.8058718593473,8732.861318985679,1.701544067973247,0.1416966969171875,0.4250900907515625
2,40,1.4761820545386324,9.299403594016015,0.2623525442115138,0.8230572395230935,2.4691717185692807
3,1,88.55564983161224,7075.898451829257,5.089214579707837,0.10626539548142987,0.3187961864442896
3,2,133.624941952438,5355.790170620059,11.695405563326924,0.08650799275948513,0.2595239782784554
3,3,66.55144104230808,2998.0095477168175,6.406398541598326,0.12258046603252434,0.367741398097573
3,4,64.95819993502141,2360.0117878087767,5.593222503195261,0.12407463583468173,0.3722239075040452
3,5,95.22989288369385,20156.871238728898,10.263458439987671,0.10247392052353062,0.30742176157059187
3,6,49.74479613621886,10525.592089038704,3.868768238394079,0.14178365650046063,0.42535096950138185
3,7,0.5017756115441468,1.1448522283455147,0.18514074363687275,1.4117091368057908,4.235127410417372
3,8,2.797007000639928,10.068244566365971,0.7225692751243477,0.5979339643942291,1.7938018931826871
3,9,129.53096109062176,20902.164654823537,8.369548551391498,0.08786445226560581,0.26359335679681745
3,10,12.284114868476367,237.13396697029842,2.2382030711649312,0.28531727371554916,0.8559518211466475
3,11,147.61790478341578,13015.525140630412,11.817687083521456,0.08230580777305685,0.24691742331917055
3,12,5.474186248235849,42.204369712145294,1.2931534450900004,0.42740560709682873,1.2822168212904863
3,13,129.04683339583457,66779.03002532962,9.392911360925538,0.08802911261644723,0.2640873378493417
3,14,129.7481664519604,21752.957127738868,11.929389175536498,0.08779087656704178,0.26337262970112535
3,15,52.42520255040742,41156.4985951526,5.56094746885633,0.1381115316056903,0.4143345948170709
3,16,34.03238363555597,1052.3296111315758,4.230179339036388,0.1714169706787653,0.5142509120362959
3,17,121.2260530858012,9015.190645262652,10.381673144121688,0.09082429119362115,0.2724728735808635
3,18,39.04683839004245,3386.7206204717845,3.960205084367792,0.16003208462545576,0.4800962538763673
3,19,7.670087816669103,283.72023554686604,0.933254534328133,0.3610770052908317,1.0832310158724952
3,20,6.903934885483459,33.10343163865948,1.5824328110813637,0.38058499055901596,1.1417549716770479
3,21,165.58425474605593,11518.506992946319,12.42523520518708,0.0777124285580958,0.23313728567428743
3,22,50.6551402547599,1981.6961019028302,3.5308476056554885,0.14050385460653525,0.42151156381960575
3,23,113.83544432911154,4270.877197605157,8.362931219793941,0.09372625114012788,0.2811787534203836
3,24,120.0393793481455,14164.034333537078,10.620035066702526,0.09127211816047302,0.27381635448141906
3,25,0.3588040930491154,0.9507793968354726,0.14468060014676254,1.6694418860947702,5.008325658284311
3,26,119.73980472091992,16715.117317917146,9.241789894197952,0.09138622278127936,0.27415866834383806
3,27,9.296946878818972,48.15789584599588,2.1783262903947214,0.32796675684074783,0.9839002705222435
3,28,2.7112470109801396,8.129971615620649,0.8064088792576817,0.6073170263343801,1.8219510790031404
3,29,120.35465026292766,30579.11295380802,8.554554218904464,0.09115249539027319,0.27345748617081955
3,30,124.60301634183699,10457.933011110485,10.913982304931514,0.08958508748872118,0.26875526246616355
3,31,23.348355004048233,299.27376197828266,3.70360000901862,0.20695306179067713,0.6208591853720313
3,32,82.66972879637788,15299.097098990907,7.526406054435171,0.10998329929014936,0.32994989787044804
3,33,106.17824100776232,8989.24710147165,8.281407935984149,0.0970470272997558,0.2911410818992674
3,34,1.0914234683272737,9.05287005440791,0.28232019173798384,0.9572014680587776,2.871604404176333
3,35,130.0275656356725,12741.60148806419,12.739927339912303,0.08769650469315375,0.26308951407946124
3,36,133.73720155788757,29811.52590903815,11.23612777384242,0.08647167753897671,0.2594150326169301
3,37,163.98327477927617,194759.07933427472,10.383503325626771,0.07809086301815021,0.23427258905445064
3,38,124.47072980982117,4550.573548434533,9.701797801032223,0.08963268001699275,0.2688980400509782
3,39,133.49877088951797,32852.72233718312,10.386672793415222,0.08654886290240502,0.259646588707215
3,40,9.11128367010669,70.87755731453902,1.9619118966481746,0.33129144100851127,0.9938743230255338
4,1,84.72402218568777,19391.221883020626,1.5818297332550293,0.10864174118470289,0.3259252235541087
4,2,21.50827892726479,1919.7034469459493,0.392020999912496,0.21562403561870083,0.6468721068561025
4,3,34.445304903258965,4676.159959351024,0.8672916465308734,0.1703864220704933,0.5111592662114799
4,4,59.68082331436278,8758.751115497045,0.9263160355410835,0.12944420040013874,0.38833260120041624
4,5,41.49098831021013,4068.026948635044,0.6758514043604985,0.15524696192945844,0.46574088578837536
4,6,4.627037716168093,56.42536384248761,0.26861758015834625,0.46488815434951963,1.394664463048559
4,7,31.42975109287204,3884.8419344310905,0.5729155476370407,0.1783731694363512,0.5351195083090536
4,8,2.9315972295605857,24.12023216973105,0.20593262627709844,0.5840470688701256,1.7521412066103768
4,9,19.008839989227887,2694.6066078071576,0.3161909141833104,0.22936238320701943,0.6880871496210583
4,10,11.607296114490506,460.7521108312931,0.4154733003098972,0.293517816526476,0.880553449579428
4,11,16.330781116386305,971.859453574204,0.5420345950243066,0.2474551638548291,0.7423654915644873
4,12,4.22940538392223,49.05639094428911,0.2111521719172872,0.48625081595215847,1.4587524478564755
4,13,51.91438097454866,8554.888759856525,1.480076610280896,0.13878935583345003,0.4163680675003501
4,14,74.86207819182371,34127.582342311114,1.498778277156384,0.11557637275482699,0.34672911826448094
4,15,54.38940436691077,8293.936945360616,0.6548942937016695,0.13559474185447626,0.40678422556342875
4,16,16.099846994596795,1404.43656694059,0.4191680789116913,0.24922357738323278,0.7476707321496984
4,17,61.1642262878361,9584.612555234593,0.8570963295859054,0.12786487452898224,0.38359462358694674
4,18,58.329962536139675,8054.049405623191,0.9253005161186317,0.13093451722798966,0.39280355168396897
4,19,65.09186629205709,5290.916531896117,1.1763986949289453,0.1239471765344217,0.3718415296032651
4,20,60.370875682159294,10820.17925123846,0.3793287729894708,0.1287022864275075,0.38610685928252253
4,21,64.84268447644558,8889.478178095607,1.179618886588237,0.12418510443260822,0.37255531329782465
4,22,47.83041522316583,7227.140588952759,0.7391416758245326,0.1445932183924084,0.4337796551772252
4,23,54.27162970275647,10217.99271457873,0.8057172563360092,0.13574178894659614,0.4072253668397884
4,24,80.27546213179417,10751.90803757731,0.5961177701579263,0.11161140952108745,0.33483422856326234
4,25,10.974674922938068,599.1056287544368,0.34778180517964563,0.30185902676825316,0.9055770803047595
4,26,62.840624775828005,14830.599680270885,0.7112808214448848,0.12614782091161494,0.37844346273484486
4,27,3.296829525175463,27.713804572208712,0.21251172136731708,0.5507465109794583,1.6522395329383748
4,28,53.904819640831576,6442.360041078536,0.666417037071153,0.1362028519501804,0.4086085558505412
4,29,83.49799629855912,36963.98755875361,1.2650861612474094,0.10943644408247452,0.32830933224742354
4,30,61.23784820485116,28899.84759230887,0.604476390909718,0.1277879899836993,0.3833639699510979
4,31,5.7872028976450105,63.75752750033245,0.2660106711438306,0.41568623692723305,1.2470587107816993
4,32,23.805399854965785,2394.7196151142152,0.41679372215642085,0.20495676596802884,0.6148702979040865
4,33,56.068211129272115,17631.315298693444,0.6771411597930338,0.13354931044744198,0.4006479313423259
4,34,60.93019917308324,8915.077721781558,1.4458502803746436,0.128110197615518,0.384330592846554
4,35,90.78948910326163,9647.952089423254,0.8066935176104792,0.10494994465457742,0.3148498339637323
4,36,73.95337184030647,7152.388949538285,1.1375512816682518,0.11628428047627051,0.34885284142881157
4,37,48.207740290001475,6315.127689719657,0.5737291758944152,0.1440262365776045,0.4320787097328135
4,38,74.11949117561143,9954.123345795744,0.8271336922898984,0.11615389707273203,0.3484616912181961
4,39,74.61519601154043,8249.610017557541,1.1196001567694642,0.11576742085701233,0.347302262571037
4,40,3.6175380771899643,40.548838476888875,0.21737845359374244,0.525767145907289,1.577301437721867
5,1,11.540984479837787,1797.6362409260657,0.2889055646334851,0.29435984902205686,0.8830795470661705
5,2,1.6678339702019462,22.193742365518304,0.1725589557220311,0.77432555481681975,2.3229766644504592
5,3,7.719999687382485,1509.724365143247,0.24056748684503046,0.35990788266149165,1.079723647984475
5,4,2.454532088973326,66.78191517046459,0.20288462595620244,0.6382864763159117,1.9148594289477352
5,5,8.576598979367457,1081.3158712170082,0.2425803184432316,0.341462053668238,1.024386161004714
5,6,12.88177689854249,3578.115577769553,0.34512378511197356,0.27861988803460563,0.835859664103817
5,7,0.9980009334307935,7.429428141738551,0.15088575018302428,1.0010010343856597,3.003003103156979
5,8,0.5447367375127353,6.064264111344701,0.1379680592794089,1.354898204569133,4.064694613707399
5,9,0.5214768307522095,3.722250683960483,0.1332686227649007,1.3847854484985889,4.154356345495767
5,10,1.8759102709116078,26.000970278717222,0.17914317811005792,0.7301195364248507,2.1903586092745524
5,11,11.96098202856999,2762.01187084626,0.2843704429146329,0.28914559543934415,0.8674367863180324
5,12,0.8011757828629982,6.897041539218981,0.14663981414021973,1.1172132900397997,3.3516398701193992
5,13,9.607373453178399,1590.5041834345313,0.26157805588724437,0.3226247370908685,0.9678742112726054
5,14,10.695145643558671,2694.265433147382,0.2654049790527946,0.3057782905946864,0.9173348717840593
5,15,6.617966113825698,2390.418065190204,0.2177529815855026,0.3887207557865108,1.1661622673595322
5,16,0.41909226262401605,2.7600401638205323,0.1275532280553781,1.5447036706984127,4.6341110120952385
5,17,9.222409582368993,1268.7993992877005,0.30693970584219904,0.32928943503755453,0.9878683051126635
5,18,10.60799493941823,1562.3829228770992,0.22522788811925135,0.3070317924784506,0.9210953774353517
5,19,9.535734187704758,1640.1612099758229,0.2802601771803367,0.3238343635042636,0.9715030905127908
5,20,10.264026478405697,1178.0605535226728,0.30362443352854024,0.31213402892658515,0.9364020867797554
5,21,15.332975106334825,3510.1928380132103,0.2826237521121691,0.25537994241864365,0.766139827255931
5,22,7.242343160439813,802.2445222870422,0.25316001417402517,0.3715869476125724,1.1147608428377171
5,23,3.356082945585662,1664.537112248822,0.19057456151688235,0.5458629991911553,1.637588997573466
5,24,9.858836052422529,1973.628739381134,0.2590263927470215,0.3184836762924522,0.9554510288773567
5,25,9.824453370798881,1451.3565297960708,0.2639820491513854,0.31904048889243447,0.9571214666773034
5,26,8.283737148636863,2403.034581126804,0.23167731669290162,0.3474456230989632,1.0423368692968897
5,27,1.5037881439013174,124.15161832612982,0.15608753878331563,0.8154675274382376,2.446402582314713
5,28,0.584317724751168,4.254596727794604,0.1394721623820668,1.3082039911762227,3.924611973528668
5,29,14.389267045103654,1935.9481714899105,0.2747313172387823,0.26362140098726233,0.7908642029617869
5,30,9.35932252007824,1310.0552421260886,0.2431211142059871,0.32687205499855104,0.9806161649956531
5,31,0.8511446458719023,7.316711387122443,0.14120812281694328,1.0839227066019514,3.2517681198058543
5,32,5.748083153935351,601.9171301314209,0.2133977711733144,0.4170983568086954,1.2512950704260861
5,33,11.654742925802257,1786.8351720737,0.28386598460164997,0.29291974725735276,0.8787592417720582
5,34,0.3140696055559459,2.4774837128035117,0.12173875043765897,1.7843787616184503,5.353136284855351
5,35,9.991659174073039,1782.3591584552496,0.3167926606222271,0.316359728610836,0.949079185832508
5,36,8.95110244223147,2937.269923589171,0.23654262849949081,0.3342425502181155,1.0027276506543465
5,37,7.30958587612694,1223.2169410146755,0.211091457488192,0.36987383786552924,1.1096215135965877
5,38,6.953938827284667,929.8701470768353,0.2099494756373769,0.37921417863312223,1.1376425358993667
5,39,11.138768516281782,5509.49076806758,0.2501091323502074,0.2996273206317956,0.8988819618953867
5,40,2.2032596875609753,329.8485147266735,0.16876489508802262,0.6737009438886371,2.021102831665911
6,1,135.5413304758849,7156.765317478943,10.82505480417849,0.08589425709886908,0.2576827712966072
6,2,102.13447606739851,14086.72979244308,9.417622633625271,0.09894954859518301,0.29684864578554904
6,3,152.60483605769065,10741.210027481653,14.539873931189398,0.08094981334149996,0.24284944002449987
6,4,17.545399395841642,1352.6201009679392,3.2068803438867457,0.23873625154536382,0.7162087546360915
6,5,72.99501834091572,8140.8477408234185,8.765778345572183,0.11704514095597754,0.35113542286793265
6,6,9.267352637052033,519.8345220239321,1.8201023215606837,0.32849000180215726,0.9854700054064718
6,7,1.3010471443468181,3.2554848622410013,0.48755037323666234,0.876704999349462,2.630114998048386
6,8,6.186902164283522,25.635146575843144,1.7300543293999353,0.4020345488445739,1.2061036465337218
6,9,8.044592239130672,302.76356133876317,1.7531319041197952,0.3525721322817914,1.0577163968453742
6,10,64.40708304414733,2184.4151662775816,7.5776298536258535,0.12460434444398094,0.3738130333319428
