sitting,topic,gov,median,upper,lower
613,10,26,-0.7284373443317549,-0.5178893199683442,-0.9396396224046246
613,11,26,-0.6706852648563777,-0.46632312637912704,-0.8694529022365138
613,12,26,-0.7211657014403521,-0.5132171273139297,-0.9400239110537247
613,13,26,-1.1141364251334631,-0.9145306089356477,-1.3201731738062654
613,14,26,-0.373361881151663,-0.1695066573339178,-0.5897737736156607
613,15,26,-0.6678367440060049,-0.4618444530286324,-0.8765001237042629
613,16,26,-1.1804326714305629,-0.9704854432260807,-1.3863846796045152
613,17,26,0.16637249263906473,0.38685387816759087,-0.045779730110879956
613,18,26,-0.5198018920832961,-0.314494736899997,-0.7244621973484325
614,1,26,1.6233942757901645,1.807363546123166,1.4320776457060522
614,2,26,-1.0455197343262197,-0.8354182543344635,-1.2644871207554833
614,3,26,-0.38936752286500165,-0.17809301219525583,-0.6052402471259063
614,4,26,-0.575037257615431,-0.36010659352602087,-0.8007011321473949
614,5,26,0.23762023980604619,0.42685589208022207,0.03768303915222299
614,6,26,-0.9498194094653125,-0.7428205319641682,-1.166145528107748
614,7,26,-0.8463899383582316,-0.6311109563004805,-1.060858805164538
614,8,26,-0.8238237812833094,-0.6112515177688616,-1.0377040723911946
614,9,26,-1.31560129098761,-1.1043760131088254,-1.5116037436752425
614,10,26,-0.7277869651547081,-0.5279103614173775,-0.9388963516227928
614,11,26,-0.6227509924862062,-0.41525071994530904,-0.8389678431333456
614,12,26,-0.7211804559271469,-0.506669826189675,-0.9315851088826984
614,13,26,-1.1314025988396277,-0.9316940599653294,-1.3369573557772945
614,14,26,-0.39501924489298323,-0.1841958415979597,-0.6058679260940097
614,15,26,-0.6879020011591996,-0.48252278692425743,-0.890395865820078
614,16,26,-1.19053329096154,-0.9800024284625332,-1.406821545202421
614,17,26,0.10551489710143279,0.30700465876208155,-0.10905465996466182
614,18,26,-0.5000088504428362,-0.2942601103190721,-0.709948899950693
615,1,26,1.6529200645414517,1.8495852759646947,1.4665801922467054
615,2,26,-1.064821161990211,-0.8615540521534606,-1.2815816277181948
615,3,26,-0.39879672622121115,-0.18966716173561318,-0.6119952040845634
615,4,26,-0.6401161984835211,-0.42898583727048606,-0.8502525859630713
615,5,26,0.30701992614711604,0.5109129233628026,0.10140759195950552
615,6,26,-0.9342955502722621,-0.7191930350381942,-1.151303447826554
615,7,26,-0.8935347667364208,-0.6919229339737109,-1.1102931788533483
615,8,26,-0.8595877258027633,-0.6457760001878785,-1.0734142568333498
615,9,26,-1.3107057667202264,-1.1015680634290317,-1.5193970035818798
615,10,26,-0.7519604246836447,-0.5514429411316627,-0.9561106601902316
615,11,26,-0.6466051375621225,-0.4298003316359873,-0.8506756216255787
615,12,26,-0.7153294853596295,-0.5079942891545745,-0.939285010327642
615,13,26,-1.108031048757927,-0.899108701927654,-1.3226525206761726
615,14,26,-0.37970739392229136,-0.16924394539671322,-0.5975470450392155
615,15,26,-0.6652707270537856,-0.46155502639268037,-0.8766713376212958
615,16,26,-1.1904835526959383,-0.9778580002992137,-1.396439045725281
615,17,26,0.10291226803830049,0.31030038979344843,-0.11085362899618326
615,18,26,-0.5246533802263791,-0.31047384601526934,-0.733287958652277
616,1,26,1.5360201328242482,1.7001178122907021,1.3687543994910534
616,2,26,-1.0880733600385772,-0.8934889207911842,-1.2864851750613668
616,3,26,-0.41569466930909066,-0.22334350800457228,-0.6088608439751365
616,4,26,-0.6250324856957414,-0.4185178976338982,-0.8301980713742614
616,5,26,0.31400650377817496,0.5063094855131581,0.10858837055109306
616,6,26,-0.940817883181531,-0.7431771321673245,-1.142937233029832
616,7,26,-0.9031855870877741,-0.7104035814003382,-1.0981863662657358
616,8,26,-0.8654879507872426,-0.6605508732970033,-1.0770228917506832
616,9,26,-1.298545320343485,-1.1115336519183305,-1.504705509836843
616,10,26,-0.7831952396045997,-0.5992774803487527,-0.979798614655628
616,11,26,-0.5968477034483153,-0.39794239014278,-0.8020773757937588
616,12,26,-0.7762344592266672,-0.585805076254097,-0.9912701226031044
616,13,26,-1.1613778143656996,-0.9671502859161477,-1.3600164670564356
616,14,26,-0.428706747650754,-0.2394893153088741,-0.6187597740196029
616,15,26,-0.7136041738320373,-0.5170037454687184,-0.912126881667705
616,16,26,-1.1984185326625876,-1.0031804533789406,-1.4080730914431407
616,17,26,0.032530315334816526,0.2238680192675638,-0.16651275728170015
616,18,26,-0.5980999673300827,-0.40599057221692064,-0.7923198460126215
617,1,26,1.5234743872408951,1.686559167091581,1.352652008173639
617,2,26,-0.9646330503524074,-0.7513657416371714,-1.1718549295467493
617,3,26,-0.27844674021085447,-0.06425946051351088,-0.49160289219150916
617,4,26,-0.27925226186800683,-0.05488770858876331,-0.5182129735774464
617,5,26,0.34952250765058135,0.5452339535651566,0.14869256156304003
