government,topic,median,upper,lower
22,7,-1.491388389362112,-1.3458418229013283,-1.6555831051136096
22,8,-1.0394339661940735,-0.891282581509338,-1.2146617287106038
22,9,-1.3747381310367222,-1.207810043314126,-1.5959940010737228
22,10,-0.9538946996079563,-0.7787171719203381,-1.1708506029797081
22,11,-0.8429574943265297,-0.6834411382154107,-1.0458023218584978
22,12,0.8770718437331148,0.9981911245522462,0.7514147065254982
22,13,-1.0702899660466532,-0.8923508866614865,-1.312357209201831
22,14,-0.9729743927973622,-0.8291270624267282,-1.1439555447935643
22,15,-1.0089502770603032,-0.8499051261674522,-1.198080767806321
22,16,-1.1087564953355322,-0.9612701154557566,-1.2987562666528767
22,17,-0.16415795875313433,0.007548649770394735,-0.3896252197822051
22,18,-0.6073659417076402,-0.401808955490933,-0.8448936760936832
23,1,0.7538385771926186,0.8404510075221163,0.6558463881667749
23,2,-1.31383156277546,-1.2094540420205186,-1.4394468929774025
23,3,-0.9479542058590724,-0.8235305876274048,-1.0971581143243228
23,4,-0.6379766690395492,-0.5124572220429531,-0.7876723483829551
23,5,0.03987743199948404,0.15892235890513554,-0.09795554024888334
23,6,-0.8863936998201503,-0.7783264623446766,-1.009762419853063
23,7,-1.3201406704319658,-1.216846468899626,-1.439662339368827
23,8,-0.701413297826104,-0.5902616016252134,-0.8202093525928928
23,9,-1.4139435652413193,-1.2972501185701337,-1.5681509091632473
23,10,-0.6565718402473261,-0.5511451712524125,-0.786508904865107
23,11,-0.8635029894140926,-0.7657788630101593,-0.9778326754508988
23,12,0.9063672055555009,0.9957741085071463,0.8139565683891753
23,13,-1.11720221181253,-1.0009821022468364,-1.2553544919579809
23,14,-0.9947422988573138,-0.8825519090804177,-1.1298550387400594
23,15,-0.8753575130145101,-0.7620787178134776,-1.005247637113117
23,16,-1.0536650801276624,-0.9473129006729007,-1.171707666141949
23,17,-0.24660676505236262,-0.11022675729146865,-0.40129031864872783
23,18,-0.4437690902498823,-0.34094139385328903,-0.5692243411925885
24,1,1.4107207796759047,1.493828749660744,1.3224465910878043
24,2,-1.331187142085621,-1.225870062221615,-1.450162298813183
24,3,-0.5754236405694804,-0.4857219534942205,-0.6826532948179886
24,4,-0.7150369189774588,-0.6155594708625234,-0.8310501029021515
